;[mm];[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-]
8;1000;96;1632;0.18092673;0.11229978;0.24798143;40.46064;2500;0.2932265;0.61702037
8;1000;96;1632;0.11312801;0.11751743;0.24798143;40.46064;2500;0.23064543;0.49048448
8;1000;96;1632;0.14231293;0.088332504;0.21985635;40.46064;2500;0.23064543;0.61702037
8;1000;96;1632;0.14231293;0.088332504;0.24798143;102.41134;2500;0.23064543;0.61702037
8;1000;97;1669;0.14382306;0.14940345;0.21985635;102.41134;2500;0.2932265;0.49048448
8;1000;119;420;0.11103655;0.064480744;0.21872823;61.994854;2500;0.17551729;0.63262457
8;1000;264;420;0.11103655;0.064480744;0.21872823;61.994854;2500;0.17551729;0.63262457
8;1000;119;516;0.11103655;0.064480744;0.21872823;61.994854;2500;0.17551729;0.63262457
8;1000;119;420;0.114041656;0.06622586;0.21872823;61.994854;2500;0.18026751;0.63262457
8;1000;119;420;0.061354637;0.114162646;0.21872823;61.994854;2500;0.17551729;0.34956464
8;1000;119;420;0.11103655;0.064480744;0.15893121;61.994854;2500;0.17551729;0.63262457
8;1000;119;420;0.11103655;0.064480744;0.21872823;85.604416;2500;0.17551729;0.63262457
8;1000;264;516;0.06301515;0.11725236;0.15893121;85.604416;2500;0.18026751;0.34956464
8;1000;185;1780;0.111698434;0.22791839;0.15704371;79.561485;2500;0.3396168;0.32889548
8;1000;142;1780;0.111698434;0.22791839;0.15704371;79.561485;2500;0.3396168;0.32889548
8;1000;185;1789;0.111698434;0.22791839;0.15704371;79.561485;2500;0.3396168;0.32889548
8;1000;185;1780;0.08751518;0.17857295;0.15704371;79.561485;2500;0.26608813;0.32889548
8;1000;185;1780;0.19053645;0.14908035;0.15704371;79.561485;2500;0.3396168;0.56103367
8;1000;185;1780;0.111698434;0.22791839;0.24825338;79.561485;2500;0.3396168;0.32889548
8;1000;185;1780;0.111698434;0.22791839;0.15704371;10.594824;2500;0.3396168;0.32889548
8;1000;142;1789;0.1492844;0.11680373;0.24825338;10.594824;2500;0.26608813;0.56103367
8;1000;257;698;0.11103899;0.101792015;0.13586956;146.24112;2500;0.212831;0.52172375
8;1000;173;698;0.11103899;0.101792015;0.13586956;146.24112;2500;0.212831;0.52172375
8;1000;257;1011;0.11103899;0.101792015;0.13586956;146.24112;2500;0.212831;0.52172375
8;1000;257;698;0.16292456;0.14935672;0.13586956;146.24112;2500;0.31228128;0.52172375
8;1000;257;698;0.09168687;0.12114414;0.13586956;146.24112;2500;0.212831;0.43079656
8;1000;257;698;0.11103899;0.101792015;0.17927262;146.24112;2500;0.212831;0.52172375
8;1000;257;698;0.11103899;0.101792015;0.13586956;62.673233;2500;0.212831;0.52172375
8;1000;173;1011;0.13452971;0.17775157;0.17927262;62.673233;2500;0.31228128;0.43079656
8;1000;47;1128;0.05413594;0.19776942;0.18835819;22.201715;2500;0.25190535;0.21490587
8;1000;41;1128;0.05413594;0.19776942;0.18835819;22.201715;2500;0.25190535;0.21490587
8;1000;47;300;0.05413594;0.19776942;0.18835819;22.201715;2500;0.25190535;0.21490587
8;1000;47;1128;0.05331828;0.19478235;0.18835819;22.201715;2500;0.24810062;0.21490587
8;1000;47;1128;0.046403468;0.20550188;0.18835819;22.201715;2500;0.25190535;0.18420993
8;1000;47;1128;0.05413594;0.19776942;0.11808436;22.201715;2500;0.25190535;0.21490587
8;1000;47;1128;0.05413594;0.19776942;0.18835819;133.28433;2500;0.25190535;0.21490587
8;1000;41;300;0.0457026;0.20239802;0.11808436;133.28433;2500;0.24810062;0.18420993
8;1000;77;179;0.07318595;0.12754063;0.112823844;29.348856;2500;0.2007266;0.36460516
8;1000;282;179;0.07318595;0.12754063;0.112823844;29.348856;2500;0.2007266;0.36460516
8;1000;77;736;0.07318595;0.12754063;0.112823844;29.348856;2500;0.2007266;0.36460516
8;1000;77;179;0.068388276;0.119179755;0.112823844;29.348856;2500;0.18756804;0.36460516
8;1000;77;179;0.10895313;0.091773465;0.112823844;29.348856;2500;0.2007266;0.5427937
8;1000;77;179;0.07318595;0.12754063;0.10839621;29.348856;2500;0.2007266;0.36460516
8;1000;77;179;0.07318595;0.12754063;0.112823844;130.91943;2500;0.2007266;0.36460516
8;1000;282;736;0.101810746;0.08575729;0.10839621;130.91943;2500;0.18756804;0.5427937
8;1000;228;1524;0.17670211;0.08809957;0.2113858;121.676704;2500;0.26480168;0.6672998
8;1000;123;1524;0.17670211;0.08809957;0.2113858;121.676704;2500;0.26480168;0.6672998
8;1000;228;1948;0.17670211;0.08809957;0.2113858;121.676704;2500;0.26480168;0.6672998
8;1000;228;1524;0.16799696;0.08375938;0.2113858;121.676704;2500;0.25175634;0.6672998
8;1000;228;1524;0.03773595;0.22706573;0.2113858;121.676704;2500;0.26480168;0.14250647
8;1000;228;1524;0.17670211;0.08809957;0.18892469;121.676704;2500;0.26480168;0.6672998
8;1000;228;1524;0.17670211;0.08809957;0.2113858;55.972836;2500;0.26480168;0.6672998
8;1000;123;1948;0.035876907;0.21587943;0.18892469;55.972836;2500;0.25175634;0.14250647
8;1000;156;955;0.032963514;0.15467039;0.23268813;108.652466;2500;0.1876339;0.17567995
8;1000;189;955;0.032963514;0.15467039;0.23268813;108.652466;2500;0.1876339;0.17567995
8;1000;156;1234;0.032963514;0.15467039;0.23268813;108.652466;2500;0.1876339;0.17567995
8;1000;156;955;0.05614386;0.2634365;0.23268813;108.652466;2500;0.31958035;0.17567995
8;1000;156;955;0.059091743;0.12854217;0.23268813;108.652466;2500;0.1876339;0.31493106
8;1000;156;955;0.032963514;0.15467039;0.23919126;108.652466;2500;0.1876339;0.17567995
8;1000;156;955;0.032963514;0.15467039;0.23268813;35.471592;2500;0.1876339;0.17567995
8;1000;189;1234;0.10064578;0.21893458;0.23919126;35.471592;2500;0.31958035;0.31493106
8;1000;148;1369;0.15722004;0.1695126;0.14310233;50.32059;2500;0.32673264;0.48118865
8;1000;21;1369;0.15722004;0.1695126;0.14310233;50.32059;2500;0.32673264;0.48118865
8;1000;148;460;0.15722004;0.1695126;0.14310233;50.32059;2500;0.32673264;0.48118865
8;1000;148;1369;0.11248761;0.121282674;0.14310233;50.32059;2500;0.23377028;0.48118865
8;1000;148;1369;0.22065428;0.106078364;0.14310233;50.32059;2500;0.32673264;0.6753359
8;1000;148;1369;0.15722004;0.1695126;0.16802831;50.32059;2500;0.32673264;0.48118865
8;1000;148;1369;0.15722004;0.1695126;0.14310233;106.0374;2500;0.32673264;0.48118865
8;1000;21;460;0.15787347;0.07589682;0.16802831;106.0374;2500;0.23377028;0.6753359
8;1000;107;589;0.1310743;0.14834358;0.17478149;10.789161;2500;0.27941787;0.46909776
8;1000;198;589;0.1310743;0.14834358;0.17478149;10.789161;2500;0.27941787;0.46909776
8;1000;107;1352;0.1310743;0.14834358;0.17478149;10.789161;2500;0.27941787;0.46909776
8;1000;107;589;0.16228831;0.18367009;0.17478149;10.789161;2500;0.34595838;0.46909776
8;1000;107;589;0.065664954;0.21375293;0.17478149;10.789161;2500;0.27941787;0.23500627
8;1000;107;589;0.1310743;0.14834358;0.22892338;10.789161;2500;0.27941787;0.46909776
8;1000;107;589;0.1310743;0.14834358;0.17478149;91.004906;2500;0.27941787;0.46909776
8;1000;198;1352;0.08130239;0.26465598;0.22892338;91.004906;2500;0.34595838;0.23500627
8;1000;207;1237;0.042376384;0.20116465;0.22442794;139.36923;2500;0.24354102;0.17400101
8;1000;67;1237;0.042376384;0.20116465;0.22442794;139.36923;2500;0.24354102;0.17400101
8;1000;207;83;0.042376384;0.20116465;0.22442794;139.36923;2500;0.24354102;0.17400101
8;1000;207;1237;0.036020685;0.17099355;0.22442794;139.36923;2500;0.20701423;0.17400101
8;1000;207;1237;0.110733196;0.13280782;0.22442794;139.36923;2500;0.24354102;0.45467988
8;1000;207;1237;0.042376384;0.20116465;0.1407614;139.36923;2500;0.24354102;0.17400101
8;1000;207;1237;0.042376384;0.20116465;0.22442794;14.331496;2500;0.24354102;0.17400101
8;1000;67;83;0.094125204;0.11288904;0.1407614;14.331496;2500;0.20701423;0.45467988
8;1000;278;309;0.18445542;0.1322509;0.17981116;90.96436;2500;0.31670633;0.58241785
8;1000;237;309;0.18445542;0.1322509;0.17981116;90.96436;2500;0.31670633;0.58241785
8;1000;278;858;0.18445542;0.1322509;0.17981116;90.96436;2500;0.31670633;0.58241785
8;1000;278;309;0.096388295;0.069108516;0.17981116;90.96436;2500;0.16549681;0.58241785
8;1000;278;309;0.19702116;0.11968517;0.17981116;90.96436;2500;0.31670633;0.62209415
8;1000;278;309;0.18445542;0.1322509;0.13742375;90.96436;2500;0.31670633;0.58241785
8;1000;278;309;0.18445542;0.1322509;0.17981116;75.4016;2500;0.31670633;0.58241785
8;1000;237;858;0.1029546;0.062542215;0.13742375;75.4016;2500;0.16549681;0.62209415
8;1000;36;1888;0.044530448;0.11132419;0.120979086;68.875854;2500;0.15585464;0.28571782
8;1000;114;1888;0.044530448;0.11132419;0.120979086;68.875854;2500;0.15585464;0.28571782
8;1000;36;1572;0.044530448;0.11132419;0.120979086;68.875854;2500;0.15585464;0.28571782
8;1000;36;1888;0.079015516;0.19753537;0.120979086;68.875854;2500;0.2765509;0.28571782
8;1000;36;1888;0.056515392;0.09933925;0.120979086;68.875854;2500;0.15585464;0.36261603
8;1000;36;1888;0.044530448;0.11132419;0.19743301;68.875854;2500;0.15585464;0.28571782
8;1000;36;1888;0.044530448;0.11132419;0.120979086;147.67651;2500;0.15585464;0.28571782
8;1000;114;1572;0.10028178;0.1762691;0.19743301;147.67651;2500;0.2765509;0.36261603
8;1000;35;801;0.17274687;0.105358325;0.19360285;124.11326;2500;0.2781052;0.6211566
8;1000;187;801;0.17274687;0.105358325;0.19360285;124.11326;2500;0.2781052;0.6211566
8;1000;35;1905;0.17274687;0.105358325;0.19360285;124.11326;2500;0.2781052;0.6211566
8;1000;35;801;0.19324867;0.11786238;0.19360285;124.11326;2500;0.31111106;0.6211566
8;1000;35;801;0.056397114;0.22170809;0.19360285;124.11326;2500;0.2781052;0.20279057
8;1000;35;801;0.17274687;0.105358325;0.1876952;124.11326;2500;0.2781052;0.6211566
8;1000;35;801;0.17274687;0.105358325;0.19360285;126.91452;2500;0.2781052;0.6211566
8;1000;187;1905;0.06309039;0.24802068;0.1876952;126.91452;2500;0.31111106;0.20279057
8;1000;279;1402;0.07582584;0.16315621;0.13062514;35.179405;2500;0.23898205;0.31728676
8;1000;19;1402;0.07582584;0.16315621;0.13062514;35.179405;2500;0.23898205;0.31728676
8;1000;279;693;0.07582584;0.16315621;0.13062514;35.179405;2500;0.23898205;0.31728676
8;1000;279;1402;0.07834669;0.1685804;0.13062514;35.179405;2500;0.24692708;0.31728676
8;1000;279;1402;0.09844001;0.14054205;0.13062514;35.179405;2500;0.23898205;0.4119138
8;1000;279;1402;0.07582584;0.16315621;0.107170984;35.179405;2500;0.23898205;0.31728676
8;1000;279;1402;0.07582584;0.16315621;0.13062514;50.631763;2500;0.23898205;0.31728676
8;1000;19;693;0.101712674;0.14521441;0.107170984;50.631763;2500;0.24692708;0.4119138
8;1000;205;88;0.13705052;0.17797773;0.16103183;50.150784;2500;0.31502825;0.435042
8;1000;284;88;0.13705052;0.17797773;0.16103183;50.150784;2500;0.31502825;0.435042
8;1000;205;417;0.13705052;0.17797773;0.16103183;50.150784;2500;0.31502825;0.435042
8;1000;205;88;0.078594476;0.102065034;0.16103183;50.150784;2500;0.18065952;0.435042
8;1000;205;88;0.18250546;0.13252279;0.16103183;50.150784;2500;0.31502825;0.57933044
8;1000;205;88;0.13705052;0.17797773;0.1694046;50.150784;2500;0.31502825;0.435042
8;1000;205;88;0.13705052;0.17797773;0.16103183;39.34347;2500;0.31502825;0.435042
8;1000;284;417;0.10466156;0.075997956;0.1694046;39.34347;2500;0.18065952;0.57933044
8;1000;108;1743;0.019367699;0.13151222;0.21474037;100.55739;2500;0.15087992;0.12836498
8;1000;126;1743;0.019367699;0.13151222;0.21474037;100.55739;2500;0.15087992;0.12836498
8;1000;108;1190;0.019367699;0.13151222;0.21474037;100.55739;2500;0.15087992;0.12836498
8;1000;108;1743;0.03420636;0.23227099;0.21474037;100.55739;2500;0.26647735;0.12836498
8;1000;108;1743;0.049850438;0.101029485;0.21474037;100.55739;2500;0.15087992;0.33039808
8;1000;108;1743;0.019367699;0.13151222;0.24056265;100.55739;2500;0.15087992;0.12836498
8;1000;108;1743;0.019367699;0.13151222;0.21474037;110.94453;2500;0.15087992;0.12836498
8;1000;126;1190;0.08804361;0.17843375;0.24056265;110.94453;2500;0.26647735;0.33039808
8;1000;149;467;0.04541891;0.1598063;0.24413578;142.38545;2500;0.2052252;0.22131254
8;1000;239;467;0.04541891;0.1598063;0.24413578;142.38545;2500;0.2052252;0.22131254
8;1000;149;32;0.04541891;0.1598063;0.24413578;142.38545;2500;0.2052252;0.22131254
8;1000;149;467;0.034059506;0.11983826;0.24413578;142.38545;2500;0.15389776;0.22131254
8;1000;149;467;0.104542516;0.10068268;0.24413578;142.38545;2500;0.2052252;0.5094039
8;1000;149;467;0.04541891;0.1598063;0.14217313;142.38545;2500;0.2052252;0.22131254
8;1000;149;467;0.04541891;0.1598063;0.24413578;94.903206;2500;0.2052252;0.22131254
8;1000;239;32;0.07839612;0.07550164;0.14217313;94.903206;2500;0.15389776;0.5094039
8;1000;155;1858;0.13713084;0.12901928;0.15509187;17.208242;2500;0.26615012;0.5152387
8;1000;116;1858;0.13713084;0.12901928;0.15509187;17.208242;2500;0.26615012;0.5152387
8;1000;155;1302;0.13713084;0.12901928;0.15509187;17.208242;2500;0.26615012;0.5152387
8;1000;155;1858;0.15088119;0.14195625;0.15509187;17.208242;2500;0.29283744;0.5152387
8;1000;155;1858;0.026858443;0.23929167;0.15509187;17.208242;2500;0.26615012;0.10091464
8;1000;155;1858;0.13713084;0.12901928;0.23033027;17.208242;2500;0.26615012;0.5152387
8;1000;155;1858;0.13713084;0.12901928;0.15509187;19.212225;2500;0.26615012;0.5152387
8;1000;116;1302;0.029551586;0.26328585;0.23033027;19.212225;2500;0.29283744;0.10091464
8;1000;229;684;0.064124;0.12842295;0.101417646;68.126366;2500;0.19254693;0.3330305
8;1000;196;684;0.064124;0.12842295;0.101417646;68.126366;2500;0.19254693;0.3330305
8;1000;229;1522;0.064124;0.12842295;0.101417646;68.126366;2500;0.19254693;0.3330305
8;1000;229;684;0.11187278;0.22405076;0.101417646;68.126366;2500;0.33592352;0.3330305
8;1000;229;684;0.05263018;0.13991675;0.101417646;68.126366;2500;0.19254693;0.2733369
8;1000;229;684;0.064124;0.12842295;0.19616804;68.126366;2500;0.19254693;0.3330305
8;1000;229;684;0.064124;0.12842295;0.101417646;71.352585;2500;0.19254693;0.3330305
8;1000;196;1522;0.09182029;0.24410324;0.19616804;71.352585;2500;0.33592352;0.2733369
8;1000;75;1021;0.20644864;0.12199956;0.19935419;82.280754;2500;0.3284482;0.6285577
8;1000;65;1021;0.20644864;0.12199956;0.19935419;82.280754;2500;0.3284482;0.6285577
8;1000;75;807;0.20644864;0.12199956;0.19935419;82.280754;2500;0.3284482;0.6285577
8;1000;75;1021;0.14133847;0.0835231;0.19935419;82.280754;2500;0.22486158;0.6285577
8;1000;75;1021;0.21084677;0.11760145;0.19935419;82.280754;2500;0.3284482;0.6419483
8;1000;75;1021;0.20644864;0.12199956;0.1361631;82.280754;2500;0.3284482;0.6285577
8;1000;75;1021;0.20644864;0.12199956;0.19935419;142.37956;2500;0.3284482;0.6285577
8;1000;65;807;0.1443495;0.08051208;0.1361631;142.37956;2500;0.22486158;0.6419483
8;1000;46;226;0.08588184;0.094561435;0.12504444;111.952225;2500;0.18044327;0.47594923
8;1000;259;226;0.08588184;0.094561435;0.12504444;111.952225;2500;0.18044327;0.47594923
8;1000;46;263;0.08588184;0.094561435;0.12504444;111.952225;2500;0.18044327;0.47594923
8;1000;46;226;0.078209534;0.086113736;0.12504444;111.952225;2500;0.16432327;0.47594923
8;1000;46;226;0.0688901;0.11155316;0.12504444;111.952225;2500;0.18044327;0.38178262
8;1000;46;226;0.08588184;0.094561435;0.12651041;111.952225;2500;0.18044327;0.47594923
8;1000;46;226;0.08588184;0.094561435;0.12504444;122.04946;2500;0.18044327;0.47594923
8;1000;259;263;0.062735766;0.1015875;0.12651041;122.04946;2500;0.16432327;0.38178262
8;1000;258;1602;0.061779328;0.27956444;0.17574607;57.004982;2500;0.34134376;0.1809886
8;1000;100;1602;0.061779328;0.27956444;0.17574607;57.004982;2500;0.34134376;0.1809886
8;1000;258;1470;0.061779328;0.27956444;0.17574607;57.004982;2500;0.34134376;0.1809886
8;1000;258;1602;0.04984076;0.22553991;0.17574607;57.004982;2500;0.27538067;0.1809886
8;1000;258;1602;0.20610245;0.13524131;0.17574607;57.004982;2500;0.34134376;0.6037973
8;1000;258;1602;0.061779328;0.27956444;0.20585558;57.004982;2500;0.34134376;0.1809886
8;1000;258;1602;0.061779328;0.27956444;0.17574607;46.36851;2500;0.34134376;0.1809886
8;1000;100;1470;0.16627412;0.10910656;0.20585558;46.36851;2500;0.27538067;0.6037973
8;1000;184;940;0.1443866;0.07295444;0.22958508;23.794252;2500;0.21734105;0.664332
8;1000;215;940;0.1443866;0.07295444;0.22958508;23.794252;2500;0.21734105;0.664332
8;1000;184;1750;0.1443866;0.07295444;0.22958508;23.794252;2500;0.21734105;0.664332
8;1000;184;940;0.23008978;0.11625782;0.22958508;23.794252;2500;0.3463476;0.664332
8;1000;184;940;0.10292459;0.11441646;0.22958508;23.794252;2500;0.21734105;0.4735626
8;1000;184;940;0.1443866;0.07295444;0.2212327;23.794252;2500;0.21734105;0.664332
8;1000;184;940;0.1443866;0.07295444;0.22958508;26.088518;2500;0.21734105;0.664332
8;1000;215;1750;0.16401727;0.18233033;0.2212327;26.088518;2500;0.3463476;0.4735626
8;1000;120;1261;0.093074426;0.1601923;0.16962461;117.24992;2500;0.25326672;0.3674957
8;1000;47;1261;0.093074426;0.1601923;0.16962461;117.24992;2500;0.25326672;0.3674957
8;1000;120;973;0.093074426;0.1601923;0.16962461;117.24992;2500;0.25326672;0.3674957
8;1000;120;1261;0.0762209;0.13118535;0.16962461;117.24992;2500;0.20740625;0.3674957
8;1000;120;1261;0.054813422;0.1984533;0.16962461;117.24992;2500;0.25326672;0.21642567
8;1000;120;1261;0.093074426;0.1601923;0.15123475;117.24992;2500;0.25326672;0.3674957
8;1000;120;1261;0.093074426;0.1601923;0.16962461;97.08777;2500;0.25326672;0.3674957
8;1000;47;973;0.04488804;0.16251822;0.15123475;97.08777;2500;0.20740625;0.21642567
8;1000;97;545;0.085651405;0.21727246;0.13807736;93.41023;2500;0.30292386;0.28274897
8;1000;169;545;0.085651405;0.21727246;0.13807736;93.41023;2500;0.30292386;0.28274897
8;1000;97;1864;0.085651405;0.21727246;0.13807736;93.41023;2500;0.30292386;0.28274897
8;1000;97;545;0.09025101;0.22894031;0.13807736;93.41023;2500;0.3191913;0.28274897
8;1000;97;545;0.210129;0.09279487;0.13807736;93.41023;2500;0.30292386;0.6936693
8;1000;97;545;0.085651405;0.21727246;0.24966516;93.41023;2500;0.30292386;0.28274897
8;1000;97;545;0.085651405;0.21727246;0.13807736;81.53761;2500;0.30292386;0.28274897
8;1000;169;1864;0.22141321;0.09777809;0.24966516;81.53761;2500;0.3191913;0.6936693
8;1000;216;1162;0.0958598;0.06791646;0.23771277;74.7152;2500;0.16377626;0.5853095
8;1000;38;1162;0.0958598;0.06791646;0.23771277;74.7152;2500;0.16377626;0.5853095
8;1000;216;590;0.0958598;0.06791646;0.23771277;74.7152;2500;0.16377626;0.5853095
8;1000;216;1162;0.13659841;0.096779674;0.23771277;74.7152;2500;0.23337808;0.5853095
8;1000;216;1162;0.048433203;0.115343064;0.23771277;74.7152;2500;0.16377626;0.29572785
8;1000;216;1162;0.0958598;0.06791646;0.16033816;74.7152;2500;0.16377626;0.5853095
8;1000;216;1162;0.0958598;0.06791646;0.23771277;5.315632;2500;0.16377626;0.5853095
8;1000;38;590;0.0690164;0.16436169;0.16033816;5.315632;2500;0.23337808;0.29572785
8;1000;289;328;0.048978657;0.24124318;0.2074709;6.0884576;2500;0.29022184;0.16876282
8;1000;268;328;0.048978657;0.24124318;0.2074709;6.0884576;2500;0.29022184;0.16876282
8;1000;289;373;0.048978657;0.24124318;0.2074709;6.0884576;2500;0.29022184;0.16876282
8;1000;289;328;0.031852532;0.15688887;0.2074709;6.0884576;2500;0.1887414;0.16876282
8;1000;289;328;0.04676161;0.24346022;0.2074709;6.0884576;2500;0.29022184;0.16112368
8;1000;289;328;0.048978657;0.24124318;0.116819315;6.0884576;2500;0.29022184;0.16876282
8;1000;289;328;0.048978657;0.24124318;0.2074709;66.589294;2500;0.29022184;0.16876282
8;1000;268;373;0.030410709;0.1583307;0.116819315;66.589294;2500;0.1887414;0.16112368
8;1000;24;1999;0.10726203;0.11883588;0.11673843;135.78749;2500;0.22609791;0.47440523
8;1000;145;1999;0.10726203;0.11883588;0.11673843;135.78749;2500;0.22609791;0.47440523
8;1000;24;1085;0.10726203;0.11883588;0.11673843;135.78749;2500;0.22609791;0.47440523
8;1000;24;1999;0.11998977;0.13293697;0.11673843;135.78749;2500;0.25292674;0.47440523
8;1000;24;1999;0.11844688;0.10765103;0.11673843;135.78749;2500;0.22609791;0.5238743
8;1000;24;1999;0.10726203;0.11883588;0.1780119;135.78749;2500;0.22609791;0.47440523
8;1000;24;1999;0.10726203;0.11883588;0.11673843;138.14728;2500;0.22609791;0.47440523
8;1000;145;1085;0.13250181;0.12042493;0.1780119;138.14728;2500;0.25292674;0.5238743
8;1000;13;269;0.124339275;0.22150086;0.21989906;70.682976;2500;0.34584013;0.35952818
8;1000;10;269;0.124339275;0.22150086;0.21989906;70.682976;2500;0.34584013;0.35952818
8;1000;13;264;0.124339275;0.22150086;0.21989906;70.682976;2500;0.34584013;0.35952818
8;1000;13;269;0.101947196;0.18161109;0.21989906;70.682976;2500;0.28355828;0.35952818
8;1000;13;269;0.042830493;0.30300963;0.21989906;70.682976;2500;0.34584013;0.12384478
8;1000;13;269;0.124339275;0.22150086;0.18310106;70.682976;2500;0.34584013;0.35952818
8;1000;13;269;0.124339275;0.22150086;0.21989906;89.3195;2500;0.34584013;0.35952818
8;1000;10;264;0.035117213;0.24844106;0.18310106;89.3195;2500;0.28355828;0.12384478
8;1000;291;1932;0.11886912;0.062920354;0.1605606;89.370766;2500;0.18178947;0.6538834
8;1000;177;1932;0.11886912;0.062920354;0.1605606;89.370766;2500;0.18178947;0.6538834
8;1000;291;1041;0.11886912;0.062920354;0.1605606;89.370766;2500;0.18178947;0.6538834
8;1000;291;1932;0.11078496;0.05864121;0.1605606;89.370766;2500;0.16942617;0.6538834
8;1000;291;1932;0.088430904;0.09335858;0.1605606;89.370766;2500;0.18178947;0.48644677
8;1000;291;1932;0.11886912;0.062920354;0.111876585;89.370766;2500;0.18178947;0.6538834
8;1000;291;1932;0.11886912;0.062920354;0.1605606;16.010305;2500;0.18178947;0.6538834
8;1000;177;1041;0.08241682;0.08700936;0.111876585;16.010305;2500;0.16942617;0.48644677
8;1000;220;610;0.06337249;0.19476068;0.13469437;139.83105;2500;0.25813317;0.2455031
8;1000;135;610;0.06337249;0.19476068;0.13469437;139.83105;2500;0.25813317;0.2455031
8;1000;220;1751;0.06337249;0.19476068;0.13469437;139.83105;2500;0.25813317;0.2455031
8;1000;220;610;0.049857333;0.15322496;0.13469437;139.83105;2500;0.2030823;0.2455031
8;1000;220;610;0.16947399;0.08865918;0.13469437;139.83105;2500;0.25813317;0.65653706
8;1000;220;610;0.06337249;0.19476068;0.16447754;139.83105;2500;0.25813317;0.2455031
8;1000;220;610;0.06337249;0.19476068;0.13469437;77.080414;2500;0.25813317;0.2455031
8;1000;135;1751;0.13333105;0.06975124;0.16447754;77.080414;2500;0.2030823;0.65653706
8;1000;85;1219;0.11896337;0.100144304;0.18484609;10.116038;2500;0.21910767;0.5429448
8;1000;293;1219;0.11896337;0.100144304;0.18484609;10.116038;2500;0.21910767;0.5429448
8;1000;85;544;0.11896337;0.100144304;0.18484609;10.116038;2500;0.21910767;0.5429448
8;1000;85;1219;0.18403225;0.15491979;0.18484609;10.116038;2500;0.33895203;0.5429448
8;1000;85;1219;0.056691837;0.16241585;0.18484609;10.116038;2500;0.21910767;0.25873962
8;1000;85;1219;0.11896337;0.100144304;0.24508642;10.116038;2500;0.21910767;0.5429448
8;1000;85;1219;0.11896337;0.100144304;0.18484609;145.99112;2500;0.21910767;0.5429448
8;1000;293;544;0.08770032;0.25125173;0.24508642;145.99112;2500;0.33895203;0.25873962
8;1000;135;1007;0.07125783;0.10366081;0.19778498;52.125492;2500;0.17491864;0.407377
8;1000;108;1007;0.07125783;0.10366081;0.19778498;52.125492;2500;0.17491864;0.407377
8;1000;135;1641;0.07125783;0.10366081;0.19778498;52.125492;2500;0.17491864;0.407377
8;1000;135;1007;0.09172163;0.13343008;0.19778498;52.125492;2500;0.22515172;0.407377
8;1000;135;1007;0.0762624;0.09865624;0.19778498;52.125492;2500;0.17491864;0.43598786
8;1000;135;1007;0.07125783;0.10366081;0.15595761;52.125492;2500;0.17491864;0.407377
8;1000;135;1007;0.07125783;0.10366081;0.19778498;130.37451;2500;0.17491864;0.407377
8;1000;108;1641;0.09816342;0.1269883;0.15595761;130.37451;2500;0.22515172;0.43598786
8;1000;179;1320;0.032402486;0.27851507;0.107674465;107.06107;2500;0.31091756;0.10421569
8;1000;230;1320;0.032402486;0.27851507;0.107674465;107.06107;2500;0.31091756;0.10421569
8;1000;179;929;0.032402486;0.27851507;0.107674465;107.06107;2500;0.31091756;0.10421569
8;1000;179;1320;0.032738023;0.28139916;0.107674465;107.06107;2500;0.3141372;0.10421569
8;1000;179;1320;0.055563103;0.25535443;0.107674465;107.06107;2500;0.31091756;0.17870687
8;1000;179;1320;0.032402486;0.27851507;0.21607015;107.06107;2500;0.31091756;0.10421569
8;1000;179;1320;0.032402486;0.27851507;0.107674465;56.524426;2500;0.31091756;0.10421569
8;1000;230;929;0.056138474;0.2579987;0.21607015;56.524426;2500;0.3141372;0.17870687
8;1000;251;169;0.14109604;0.09572228;0.14772736;122.13632;2500;0.23681831;0.5957987
8;1000;73;169;0.14109604;0.09572228;0.14772736;122.13632;2500;0.23681831;0.5957987
8;1000;251;150;0.14109604;0.09572228;0.14772736;122.13632;2500;0.23681831;0.5957987
8;1000;251;169;0.15324053;0.10396134;0.14772736;122.13632;2500;0.25720188;0.5957987
8;1000;251;169;0.08141068;0.15540762;0.14772736;122.13632;2500;0.23681831;0.34376854
8;1000;251;169;0.14109604;0.09572228;0.21036121;122.13632;2500;0.23681831;0.5957987
8;1000;251;169;0.14109604;0.09572228;0.14772736;36.02318;2500;0.23681831;0.5957987
8;1000;73;150;0.08841792;0.16878396;0.21036121;36.02318;2500;0.25720188;0.34376854
8;1000;63;1537;0.08659936;0.21124153;0.24681288;28.67794;2500;0.2978409;0.29075712
8;1000;205;1537;0.08659936;0.21124153;0.24681288;28.67794;2500;0.2978409;0.29075712
8;1000;63;1424;0.08659936;0.21124153;0.24681288;28.67794;2500;0.2978409;0.29075712
8;1000;63;1537;0.0570424;0.13914333;0.24681288;28.67794;2500;0.19618574;0.29075712
8;1000;63;1537;0.16855767;0.12928322;0.24681288;28.67794;2500;0.2978409;0.5659319
8;1000;63;1537;0.08659936;0.21124153;0.12215146;28.67794;2500;0.2978409;0.29075712
8;1000;63;1537;0.08659936;0.21124153;0.24681288;105.49247;2500;0.2978409;0.29075712
8;1000;205;1424;0.11102777;0.08515797;0.12215146;105.49247;2500;0.19618574;0.5659319
8;1000;70;751;0.03463075;0.2150847;0.1712671;21.670187;2500;0.24971545;0.13868085
