[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[day of year];[-];;[mm]
0.703648;0.31207186;0.8687254;0.40220723;11.022522;16.394596;39.092636;65.381;8.927267;7.7083287;43.437824;20.605621;4.9724474;3.7798362;96.564766;95.157524;18.156025;17.856531;17.446592;22.733225;12.000041;11.730181;72.88527;31.109718;11.733708;2.6124167;50.786667;33.51713;14.303465;13.9547205;41.483807;49.83386;4.16652;4.382526;20.111486;58.226677;3.7100434;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.3091953;0.94119334;0.906144;0.37198246;8.694052;15.539374;72.98168;54.545677;1.7397281;13.611673;18.26492;47.422943;19.052855;16.04979;10.815546;71.07015;4.5480165;2.8305504;77.32928;8.115984;15.337616;1.4308761;69.888084;80.48289;2.0129876;12.607678;31.845787;70.592415;17.997013;5.334954;9.971091;12.236044;15.058378;8.10642;87.9299;66.3977;22.474415;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.9747488;0.8842849;1.148493;0.59612745;18.49228;15.35843;17.78001;92.56504;8.239993;16.961853;35.29326;32.80013;12.688255;9.919316;40.95482;55.559677;18.028107;2.688217;45.685104;47.328777;16.726665;5.0893607;91.837776;22.152502;14.284198;6.3000617;25.788052;81.891396;3.086851;13.927196;30.73647;76.55981;14.693567;19.037981;13.87742;58.291203;65.083206;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.28781947;0.82360375;1.1228142;0.31075463;17.955183;8.245193;32.11397;96.25325;2.7846296;3.065804;30.9606;47.934166;2.9866621;10.284202;21.815317;39.190792;16.499165;13.867586;11.770077;7.791613;4.89406;2.3766057;33.316025;38.71368;19.511217;6.6340446;85.31305;16.302656;15.436866;11.11537;61.4537;36.35142;6.7658577;16.338547;72.23514;63.731438;76.01867;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.8148728;0.30141887;0.8512561;0.9978433;12.729572;10.361845;50.032043;69.21555;19.874422;12.318794;35.545486;45.84576;19.888079;13.824411;69.13487;49.56697;6.6918383;17.064915;70.01683;40.946926;15.563829;10.381082;39.128662;49.366295;11.242516;17.585081;52.979347;70.78336;13.991768;19.140476;32.556282;20.949284;8.388566;14.258036;87.57151;14.415703;66.01807;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.31743118;0.31173643;1.1707674;0.945086;19.341988;13.567756;50.139145;54.33978;19.651941;18.71045;18.636353;26.383223;18.821753;1.1142133;4.53503;38.01651;14.3013935;7.692929;75.13831;29.30219;7.9462414;6.727046;23.412125;9.166108;19.358635;9.448999;66.89987;39.122253;3.7707582;16.33487;65.64537;70.39313;18.142496;2.860054;8.486106;42.450253;51.9799;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.72807837;0.7465588;1.1286185;0.983451;8.127414;4.1482162;10.622775;53.52856;11.764796;3.5621343;21.900112;19.749105;7.774029;19.02451;95.76895;58.801517;14.457431;11.23846;9.0405;24.280523;1.6666238;16.752008;30.888803;46.361015;10.967413;10.544996;19.817196;52.639675;19.00992;9.481752;47.833424;78.48746;13.654065;2.6107087;69.737816;79.04368;51.57659;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.7245762;0.285816;0.87683374;0.5543632;2.6714354;12.48029;55.283573;45.014988;10.107882;12.517268;81.11034;63.09987;8.116742;6.0442677;20.176918;22.742323;16.448677;11.278768;54.642475;36.00221;11.0324545;14.2339115;72.040825;72.207466;5.7726974;4.3196526;30.76415;90.94696;14.023615;4.115387;27.501904;6.74431;5.1567006;2.102855;54.046993;55.932125;67.448235;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.0428585;0.29065248;0.5270557;0.23251711;1.9053937;3.0937676;8.436674;78.06348;19.354311;5.114281;79.586945;63.874077;2.7141979;13.905721;75.95482;12.657194;4.365297;9.370464;80.99435;56.234657;7.3652844;18.727854;85.579216;84.994446;3.4773145;9.231655;98.58878;11.944521;18.842009;5.736743;6.406778;8.927064;16.229353;18.055447;4.06023;18.901257;14.875786;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.91429013;0.52022356;1.2797241;0.3501754;16.835459;17.10871;92.44432;34.096386;13.681427;9.113172;86.28822;23.127216;16.34513;3.27746;97.70447;97.730225;5.077608;4.020225;45.976578;24.979689;16.21956;8.103993;89.79585;62.707363;17.942541;5.6712136;2.206601;68.94174;6.0788827;10.039791;79.04161;39.869835;14.231779;4.2664146;57.267513;53.990475;57.935074;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.3371812;0.20430231;0.9789307;0.9004526;8.286322;3.2767136;42.75498;24.974333;3.514201;14.882871;18.803118;12.332095;9.673346;16.626474;40.721233;27.153864;8.006707;19.682173;57.942898;78.47583;9.514944;17.32429;72.193405;56.308994;14.894749;2.6312854;31.529644;63.487545;16.499346;8.446384;23.616852;51.60217;14.559523;9.017107;49.640125;36.53025;16.400686;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.22115774;0.77718675;0.5155603;0.725394;17.345201;15.6758795;44.468822;44.707386;5.0334005;16.99058;95.2853;77.26167;11.82238;3.3304517;60.3486;59.43134;12.749416;15.90896;75.6286;31.291641;12.929074;12.237967;21.085613;60.732937;5.4825087;4.3164706;54.399357;69.870834;4.220326;10.603706;3.5007083;13.58414;3.2549698;19.424187;71.90926;51.98064;49.20179;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.2061985;0.6321656;0.6672199;0.26581421;9.715968;5.2179823;58.12236;33.92664;13.453961;18.58493;25.753279;78.09407;12.3721075;2.5635438;85.691246;70.31917;13.533655;6.771943;67.90372;71.69636;14.599159;8.734879;1.4760145;3.6161757;19.177107;15.170912;31.626068;42.044388;16.581758;6.721172;71.66018;26.91846;14.475459;15.984908;70.48597;57.2316;52.56551;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.22945584;0.26253933;0.9151527;0.8163435;1.2122985;18.638962;78.385796;81.60915;19.00795;16.269413;20.219051;54.62143;17.825434;15.348001;22.968267;58.596687;5.6298356;12.840751;22.932188;87.042496;19.208897;17.179966;35.12137;6.7024336;6.915825;12.793058;21.755728;8.652625;12.530644;16.927973;67.60205;36.30731;10.489394;11.695994;74.83759;5.220372;22.77752;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.59557676;0.6348662;0.8596027;0.9978462;11.04432;13.501293;7.883949;28.24426;7.3155622;17.509697;14.097343;54.602196;18.988153;3.184546;68.25383;71.56015;8.105683;6.54565;96.630684;22.87813;17.900066;16.960117;27.773273;70.88039;14.835579;5.72972;77.59499;33.147514;2.723461;8.840391;89.475525;40.66823;11.6629;18.810038;72.34852;23.092073;41.79976;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.3435621;0.2432703;0.7589339;0.7134054;12.296377;9.191745;70.594826;40.802723;3.2228677;2.7233362;14.506091;14.811535;12.786512;7.528077;90.82066;26.47396;16.02454;18.989166;19.597477;61.01052;16.950933;18.991999;57.339653;56.441345;7.5910196;3.275458;85.19133;94.35046;4.7854033;12.07365;11.12115;53.594128;12.412202;2.6237621;71.358444;94.723305;97.729744;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.0975385;0.2565569;0.5128252;0.5478897;9.578669;1.8290671;91.142555;27.742373;15.421758;14.315947;27.936255;84.738106;1.1449612;3.1586385;15.771509;89.02866;9.575836;12.961467;26.165789;43.846497;8.472294;7.8130784;50.90253;40.266903;9.031581;4.9652014;84.89251;36.769707;6.7636356;12.19687;1.4156615;74.24802;16.527973;17.085672;47.268208;24.884672;84.17808;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.4235957;0.58837295;0.69011146;0.51984787;16.922651;12.536249;44.480476;54.288284;4.9042068;14.23712;98.087395;37.36464;12.291054;4.3939767;58.893875;40.566933;12.438375;14.58543;51.98132;42.88677;8.792725;10.400617;66.58684;75.304825;2.2147355;15.06467;1.5816087;51.34719;19.925377;10.165819;71.21797;42.043144;10.318311;10.499567;8.074822;78.84258;90.48121;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.8380199;0.5998586;1.4271178;0.371354;13.236155;8.182702;2.3132706;31.305586;2.8301737;2.6407564;72.32012;23.52033;10.795964;6.390133;90.7457;56.989086;16.419886;9.182115;55.32111;91.51988;12.803001;12.401647;53.246445;3.6598544;8.838496;16.264715;40.16776;18.153008;5.02225;16.73649;80.02177;92.82566;17.532192;11.279128;70.03721;45.07393;49.49976;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.1384754;0.47119582;1.4954125;0.24310209;7.9300456;16.167631;25.489483;63.0416;14.106605;7.387657;53.84931;43.290955;2.577021;5.9992337;99.572044;18.05595;4.89781;1.192902;1.8100132;51.706787;4.266142;17.885033;97.731445;18.87837;7.669853;9.730344;33.914124;66.66621;12.122042;15.746459;52.262768;9.855481;5.577097;15.556977;45.979156;12.793565;69.656395;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.4185463;0.69741714;1.1636795;0.6275683;14.661045;16.06168;94.16355;80.82223;11.378683;7.7096157;35.391388;15.267631;5.4349413;19.284887;56.161884;41.182465;4.5648766;8.85696;65.06742;41.866302;4.8609676;17.15067;36.00597;28.55196;16.829678;15.476379;36.252674;27.950794;18.83173;13.203671;76.97636;34.331203;4.2081637;11.38396;48.49768;71.95297;53.688572;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.0246176;0.50988674;0.24803917;0.40624386;7.072655;14.05363;12.683935;75.22073;9.349496;13.294515;59.454838;27.157816;14.482917;10.99901;49.867016;67.62557;9.526247;11.301334;67.18766;70.20023;5.530216;11.2716;68.026344;44.03813;1.607964;5.22339;85.03137;38.7563;12.600645;16.840542;32.87495;24.596146;15.68847;6.5758295;66.378204;12.577402;58.804844;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.23207803;0.6695685;0.34338257;0.5876524;16.932405;6.088622;2.3477445;30.857426;2.0140934;11.322036;47.52984;41.362385;5.0509033;7.7125626;23.16384;60.271416;2.407218;18.77421;21.328585;66.40992;3.2196417;9.613479;37.962406;8.088965;19.336943;1.2172213;15.505106;13.504741;6.005988;2.2366056;43.40656;97.23777;1.9422938;19.652876;25.226368;42.174202;53.3165;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.8496124;0.47982794;1.3695126;0.8877995;6.3219705;4.2861767;93.65015;56.98288;1.248064;18.806831;89.53168;23.137676;15.7628145;16.226799;38.882053;44.99299;11.047486;5.082953;45.22186;79.196655;18.768423;8.555098;37.46857;16.401524;3.451127;4.230317;12.795131;24.533833;6.3218975;16.282516;68.47493;76.23732;8.747026;5.4194098;95.27891;7.4379916;12.826152;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.39885014;0.77197355;0.21668856;0.27525336;13.66561;10.444125;86.439545;38.884186;8.915721;3.707402;27.710346;26.453943;4.8555365;4.4262104;74.41664;14.4316845;13.460114;15.518565;77.24386;21.49718;12.0282345;1.9399625;63.31126;68.16319;11.064563;18.655262;94.13918;48.53939;5.8900623;2.391316;81.12706;14.36957;14.114177;18.93391;95.548485;95.72824;14.4359455;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.26211342;0.6634289;0.81925315;0.6721558;8.886749;9.5947;46.57881;65.36942;12.449046;12.264138;19.764017;49.973812;13.321029;12.76421;59.01014;20.84442;11.483646;2.288528;81.481064;95.05879;3.4562364;11.905783;3.4349546;24.563463;2.3159208;7.177255;85.86741;35.14906;1.2899002;7.8793077;80.58688;56.05641;17.988949;12.655842;16.58025;67.124466;37.75006;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.9780638;0.32803485;0.49645683;0.8995017;2.9224823;13.785953;1.5341052;87.28227;17.658928;3.513864;28.269585;71.536385;10.8387575;15.84969;84.0821;94.17029;17.154482;12.449397;41.512268;22.412859;18.988264;18.26862;27.89563;90.92221;10.213514;16.047546;21.230507;91.91425;9.046014;5.947535;7.442194;32.281765;18.49438;18.121866;44.991184;55.538868;98.10721;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.2099985;0.7490151;0.32101342;0.29160345;12.964391;11.123469;58.79328;84.18563;12.337808;17.324242;75.10186;47.57099;17.14799;13.329968;38.580097;79.566376;6.0142846;11.393466;85.727936;15.502426;17.468126;9.450555;19.276638;31.297308;12.106777;19.310123;8.772965;35.927593;8.383326;19.056894;92.56827;78.155334;4.9546456;9.603073;98.7374;20.6607;94.76383;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.24687873;0.82714874;0.30565882;0.8632142;8.278023;10.403724;81.85943;88.835464;10.260985;8.245753;55.911816;99.16082;15.896158;15.9114;65.65664;43.300797;6.6712394;14.790287;7.255007;60.251846;16.641296;9.591629;75.80246;49.239403;7.6340866;19.008633;25.444798;24.093813;11.749992;18.523157;65.09152;3.303175;6.012062;9.556969;54.510548;28.873941;34.053112;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.2186661;0.25269926;1.1105782;0.9506118;13.051004;10.135102;29.321007;40.86453;4.3417234;6.3141184;72.571815;9.828179;1.7632852;16.692738;20.549482;90.198105;2.6281114;13.789862;81.00578;70.20347;5.7660604;15.352439;5.494285;48.267113;7.0384464;19.984623;31.587915;59.93062;11.632534;8.759469;43.308987;50.651794;18.76222;2.140918;79.556435;37.69459;72.504135;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.1183043;0.6879685;0.51335573;0.3676347;11.258168;10.580652;18.100811;81.31998;3.9911928;6.393171;49.723328;51.65408;4.431537;13.134221;9.326136;19.76674;2.372809;17.181742;80.43474;24.183706;12.706499;2.1536608;93.760605;42.455585;6.447613;13.045266;3.686246;75.597694;19.109695;3.022113;49.200985;76.43867;2.3787444;10.861952;35.15643;92.3656;11.931344;40.0;52.75697075973896;91;0.1126980148173226;3;1350
1.177583;0.8323437;0.68682003;0.47110254;1.7903074;17.571081;90.56121;38.287952;12.615172;3.2546952;41.261566;40.859295;13.330486;3.8612363;13.548098;8.77182;11.135405;4.8369546;79.806076;60.391434;4.025119;9.120278;97.12314;76.51615;11.122582;19.49605;9.150692;97.84326;4.96009;6.3039436;44.444874;16.408216;14.988828;7.232177;4.5800223;71.74492;27.522593;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.5181469;0.29172233;1.1650729;0.72839236;4.8945875;4.2465143;77.024704;11.057952;7.7421823;4.9647117;26.189764;20.27756;19.189123;15.394798;78.88148;99.88905;2.7064884;8.055657;87.16627;26.932444;8.659846;13.384555;73.53937;44.47034;4.512931;18.606487;34.5584;73.287254;18.389263;18.863731;50.016705;38.545963;13.70644;4.656822;51.362118;29.281666;51.519314;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.7116741;0.9213219;0.6011468;0.80515367;14.308001;1.3564868;45.360043;59.286606;3.9602182;8.300697;80.80925;3.3972282;3.6610305;18.99908;98.74871;53.427116;9.483712;11.658429;38.059753;46.891907;13.997291;12.696964;54.965267;19.427174;18.901243;17.61135;28.103922;73.81817;10.246243;12.790945;98.25305;85.12097;11.915509;8.837527;97.79025;49.75057;87.15895;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.35567608;0.531839;0.73485166;0.740775;9.885461;5.215179;90.596466;60.051266;8.569097;1.6525877;36.054585;2.6420054;7.9215894;16.294672;99.18499;94.943;5.164249;2.404276;5.9172792;96.75167;2.0953553;1.0625107;97.5665;57.926453;2.3786838;10.274202;39.60636;71.94986;16.119884;2.8386638;36.789364;86.48464;11.802982;14.611181;97.03481;94.238;90.808784;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.51055825;0.7902719;0.97159356;0.49928716;9.862919;6.8954024;61.207443;76.33006;14.981826;10.616601;5.0812984;70.42885;11.59497;11.392491;83.24518;54.580837;13.913805;10.158514;93.89999;56.647533;17.409134;17.307505;19.026608;41.761215;9.990443;2.7954233;88.10244;96.09524;5.721039;12.08222;26.81796;53.859554;15.920631;4.3441505;81.000694;79.28247;30.314808;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.59362656;0.9192399;0.9639786;0.9735237;1.0455734;12.635942;94.46477;84.20622;2.4793708;4.512179;30.536535;59.850815;19.500736;6.6459904;90.18754;48.855057;9.892716;14.243456;76.121506;50.02351;19.823751;4.6805115;86.477615;22.382896;19.163662;6.1374226;1.8552406;11.828534;5.8124795;11.401722;13.625781;47.616844;8.048503;17.2834;31.920103;22.28692;47.841328;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.61526763;0.9917097;0.97186786;0.8261996;6.7531657;17.010002;11.212939;89.62949;3.5274742;11.458555;16.5;62.850723;10.42681;1.3324927;68.25984;72.719864;10.010826;17.531887;87.34456;78.21933;5.6457343;3.9450448;28.327106;93.91277;15.380903;17.114847;68.43428;69.26681;8.133503;3.174004;54.44434;97.88813;6.350967;1.6740701;53.42178;28.04136;27.937977;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.42755187;0.66714007;0.60854036;0.23512019;13.719853;14.54806;44.20508;70.511314;12.121305;3.590757;56.29102;26.673561;15.512959;9.38021;45.700676;48.35514;18.351854;18.589516;13.899357;76.719666;9.820272;11.871182;59.036816;52.24419;3.1836789;17.337341;95.97604;9.414786;13.725112;1.3514897;89.202805;82.60809;7.5786366;15.144695;35.576084;34.227695;25.176783;40.0;52.75697075973896;91;0.1126980148173226;3;1350
0.44532534;0.76341915;0.30852374;0.32726914;17.852774;19.967592;68.24246;63.043056;11.458051;5.8865023;50.47066;59.872314;9.6445;15.750953;85.85917;46.674465;12.9762335;12.425947;89.85039;77.81774;18.296581;5.59966;53.049664;62.239574;7.462124;17.72639;61.116875;26.490086;8.058262;12.75915;48.052883;89.07462;7.8137517;15.946873;83.227394;62.38492;85.6293;40.0;35.235794275488054;91;0.2014719756708605;3;1350
1.3719115;0.40135974;1.4307619;0.24199732;11.906135;1.0134679;41.381844;2.5422823;3.9379404;16.038712;48.47097;33.52479;8.8424015;9.895564;12.335848;55.04526;7.85975;15.815905;40.388287;38.920177;14.270757;4.8465104;59.6682;25.719927;13.863012;11.5763235;74.756874;56.26186;5.8346815;10.325633;42.57606;51.928097;14.674389;6.6792574;16.142994;1.0926772;50.796745;40.0;35.235794275488054;91;0.2014719756708605;3;1350
1.2190617;0.4320371;0.9925674;0.2569916;11.272261;4.6122756;35.626827;12.242728;12.430131;19.8923;25.879503;93.85408;13.771105;6.0777364;18.08897;22.556973;15.298413;3.5714242;41.303825;72.49446;13.732046;19.802761;42.551846;70.29695;6.3195558;8.955029;43.612125;16.963823;17.44916;6.3970366;86.1154;73.92195;1.2315924;9.614189;4.0175714;88.85444;36.76292;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.647821;0.88061553;0.43004417;0.58601254;9.935981;2.6547904;69.84696;14.863049;13.012579;7.6155863;11.104652;3.8161945;12.986403;16.638323;43.65218;42.990894;13.920089;1.9076848;48.04519;67.756485;18.982973;19.064835;89.21312;98.52823;10.512077;16.92105;30.566216;93.6633;4.9835362;12.197291;21.422977;44.957863;3.5838122;10.024248;9.3135395;56.33131;25.819897;40.0;35.235794275488054;91;0.2014719756708605;3;1350
1.4319366;0.5185951;1.0211583;0.65673;13.891141;13.60822;60.96306;26.657251;2.5765643;9.981666;12.9271755;97.099655;4.0559487;15.264421;68.36687;72.10789;16.512838;10.469784;95.67651;8.741595;17.258986;6.648627;7.6985598;94.27278;13.537551;13.689849;16.28739;52.12116;16.690676;13.198386;55.5697;35.508587;14.585938;6.0327287;49.67891;33.64455;66.14422;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.51059955;0.8579472;0.27020806;0.46818224;16.164492;9.112353;28.971376;89.430885;14.787719;9.380266;36.18382;98.00123;3.5696652;15.527079;74.21947;48.065063;14.798757;4.077091;5.3959208;28.854563;19.887989;3.3074214;18.125788;20.10841;19.807787;12.278845;73.10928;63.828518;3.0136774;11.694668;73.09606;48.78981;9.26023;15.201469;92.70713;19.279747;77.97719;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.7288666;0.24047746;1.3951832;0.8057351;5.192991;6.9146676;44.95619;72.88031;3.1388226;7.8080516;63.118835;96.55315;18.82346;19.880856;60.239693;65.52564;5.6161366;15.780414;61.43823;69.14877;16.887503;17.844269;33.687393;95.47785;12.879713;5.6196103;15.21069;39.636425;18.175161;9.892359;31.344717;21.007631;4.2227836;13.0393095;13.120683;31.480291;81.72074;40.0;35.235794275488054;91;0.2014719756708605;3;1350
1.2575829;0.37460274;0.21251357;0.59546;14.565552;6.94047;70.98322;63.691273;15.409667;5.9079947;2.6947212;86.06303;12.639889;16.608145;57.850254;97.52206;18.663568;3.0081112;1.7021198;73.835014;17.47031;14.948563;21.140596;34.095215;13.81205;7.834155;40.929047;1.0346248;4.4179373;2.434658;32.301476;41.10082;17.205877;1.3275238;73.63917;49.31492;62.647125;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.7757523;0.33607528;0.7195232;0.6005375;5.633241;17.966564;63.06368;13.31712;5.591939;13.2137575;1.7336626;36.254875;4.874507;15.218243;43.65226;67.24966;6.606145;2.479697;87.12415;5.3729444;6.5287666;15.723944;39.395473;81.31968;13.248532;16.06171;55.118107;43.564648;7.0543714;7.9090996;55.696106;99.12284;16.797747;17.064966;90.482086;72.381996;75.63681;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.5050129;0.621654;1.0783266;0.7099323;1.6040537;2.4346647;45.849606;65.85568;5.2821093;5.470976;13.950344;88.80516;1.6390159;2.2600715;45.64824;50.3269;16.660578;6.416915;34.959377;9.626301;18.42637;14.032781;76.62816;98.697945;12.6700115;12.055698;33.93607;58.220455;14.864192;8.588398;57.252804;58.681343;16.92199;2.5178008;89.29941;26.217247;86.62561;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.6790961;0.26442444;0.832923;0.9840193;2.4189177;6.9546137;26.740473;73.28466;13.730957;9.535381;51.198116;25.526056;17.449522;18.84651;27.43476;91.37376;19.83187;7.780188;51.064228;49.989513;19.769894;16.462578;76.39937;39.574924;7.5123353;16.619303;20.909958;83.08416;3.9614758;4.084447;96.659836;93.73107;7.6459846;19.233662;60.96332;45.727825;12.489631;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.85093737;0.47509634;0.9796598;0.5745629;1.884289;10.497914;12.344276;31.487425;13.582263;8.515622;33.96222;34.863293;16.270874;10.752212;73.78071;80.90932;10.771775;18.930946;68.6506;48.458508;6.4893174;9.134477;24.890167;99.11984;14.80992;19.607027;74.23093;40.491795;18.628206;5.5979667;71.397705;61.42136;18.719402;10.11446;47.671413;20.524181;93.138824;40.0;35.235794275488054;91;0.2014719756708605;3;1350
1.0068377;0.9889961;1.4229425;0.53625315;6.3232975;8.820134;84.17734;25.128323;6.1305876;15.189654;44.889538;99.42972;10.093532;17.382153;6.5122166;41.226032;14.380449;18.940765;63.20762;9.590716;2.6153462;12.62908;83.73816;51.03406;10.564207;2.959791;1.3124064;26.779387;4.3752995;9.060756;70.18636;30.811953;4.9635468;4.4973264;26.978584;8.928501;63.703278;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.7272884;0.8353737;0.6101279;0.740912;3.4162927;14.0629635;82.211044;68.96492;19.345987;16.527575;31.324625;24.590698;18.353708;17.427582;99.55441;70.56503;18.998768;18.780254;52.444828;23.860094;15.508786;17.515322;47.25845;65.37631;15.649328;4.10028;25.413704;58.11386;3.1065242;15.100934;50.403423;5.91008;1.0909619;2.4044428;29.015242;19.81463;20.753212;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.76069564;0.8084731;1.2165914;0.7609889;2.618877;12.542274;61.71697;12.919456;8.377871;1.417708;68.977585;31.309103;5.2901897;4.6349626;33.729195;51.40406;13.436801;3.4979224;35.60901;39.208744;8.30259;3.6258261;6.1866035;85.89421;19.464497;12.086553;93.80446;14.601086;16.784037;4.8263445;37.07017;57.63359;17.954224;12.75056;42.87091;83.82767;18.417908;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.5431267;0.30809176;0.9109947;0.671666;3.8041565;16.208961;57.562874;58.580376;8.693807;11.760143;31.03672;77.34226;19.517681;3.4331212;48.240067;61.848812;8.38722;6.4048986;15.180923;23.211287;2.1129367;11.355126;64.03317;66.45815;8.178861;11.929884;50.447453;99.54761;10.722188;11.416176;82.32351;41.474937;2.980914;4.764785;97.72965;92.93643;67.71643;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.8959515;0.49164727;0.71740794;0.8165533;1.7257677;17.039143;14.496649;97.55922;4.8117466;3.1758854;21.365753;80.12902;11.716645;14.013105;52.349728;63.675972;4.7118864;6.43291;68.86401;20.576693;12.561087;8.507053;76.59259;90.57363;14.187373;15.95109;43.567356;29.060324;2.4167924;14.932783;57.933846;36.15566;7.1231647;7.997083;63.91107;81.97497;84.398674;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.4852931;0.74447036;1.2447529;0.24531835;7.5274816;8.598851;45.22642;3.44187;2.1042287;2.707546;76.58427;35.10115;8.011285;8.1405115;28.447325;52.819347;7.5371003;9.49247;62.771244;77.84372;5.4796906;9.137154;38.003628;23.11335;12.572496;6.6525803;3.0052817;93.87517;12.282844;16.598179;59.352085;37.992264;15.3040285;14.291312;85.268005;57.354244;39.877247;40.0;35.235794275488054;91;0.2014719756708605;3;1350
1.3277841;0.21730019;0.63574207;0.83633196;16.633505;17.455364;48.902664;19.061419;16.56585;7.4454074;96.54583;82.363846;1.9956319;16.898003;58.794044;43.64629;9.083927;4.2469153;63.021763;17.767117;2.7217917;6.696;36.182648;85.5671;8.577211;5.02472;81.47443;89.56981;7.745758;14.922455;58.08535;16.625498;18.645462;19.328201;46.556927;96.37497;55.640537;40.0;35.235794275488054;91;0.2014719756708605;3;1350
1.1715772;0.5471812;0.6845044;0.702749;11.521793;13.011179;46.68008;53.485916;7.3565817;2.3471246;56.598568;54.84679;2.7092378;7.770206;94.1564;30.849625;5.165895;14.759872;3.392673;72.106514;12.348168;17.615044;10.220403;85.97923;18.344456;18.241953;94.6302;77.512566;5.185295;18.787071;95.5847;18.71678;6.561865;1.7170419;73.82287;32.672096;99.071556;40.0;35.235794275488054;91;0.2014719756708605;3;1350
0.7333627;0.9428718;0.33312994;0.60591257;2.2343657;17.347143;24.967068;8.025073;10.315562;18.659145;6.693292;64.84685;4.949519;9.126457;23.34057;30.483397;13.154326;1.7757192;22.443617;16.074213;11.4544525;11.034718;32.596066;87.718414;4.79394;17.249138;89.10175;66.53854;14.801423;4.037166;50.41232;75.68684;19.501986;5.327689;81.50929;93.67896;37.2963;40.0;35.235794275488054;91;0.2014719756708605;3;1350
1.1713963;0.26587185;0.37694576;0.69895035;8.123543;9.842072;13.257358;71.06916;15.897705;14.167262;80.34957;87.85385;9.905767;14.622023;99.52943;91.49263;7.7119503;3.7689106;30.732048;11.774143;19.081953;3.0692332;96.03811;78.402885;3.2976732;18.42553;40.867153;1.1382139;7.2117553;2.4685502;48.030197;85.16733;13.036384;9.864577;78.410736;80.58543;40.434578;40.0;35.235794275488054;91;0.2014719756708605;3;1350
