-;-;-;-;kg N/ha/a;kg N/ha/a;-;-;kg N/ha/a;kg N/ha/a;-;-;-;-;-;-;-;-
0.8684545;0.5506172;17.724453;14.524749;69.19922;48.640064;18.278639;1.1503887;25.53945;81.27405;91.13849;71.67984;0.45134106;1.8518536;1.2913871;2.9833825;1.9839733;4.137053
0.36487293;0.29024395;9.938826;8.414131;40.64118;33.286514;19.142082;12.066327;20.58818;17.993319;74.83346;23.005444;0.36508468;1.4041103;1.8971686;2.9237835;1.4923011;4.0037637
0.90210783;0.82498693;8.314272;12.7810955;79.22093;57.228962;12.829192;16.724174;85.085915;25.80687;1.4617809;53.046314;0.3011185;0.46037406;1.8873214;2.9307232;1.628825;2.3789048
0.56918484;0.23765802;3.616641;13.575572;56.634663;10.300545;12.92045;10.3623495;93.55617;26.27141;42.870815;80.82161;0.14045359;0.5235281;1.9319861;2.7073216;1.0294151;0.85888994
0.2772189;0.6350809;4.621713;15.1673565;38.624218;93.47818;7.7523103;17.139921;68.04709;91.48251;78.32798;58.745865;0.18003108;0.39365062;1.8040944;2.584261;1.7224284;3.9961252
0.28449696;0.6499715;5.4164205;9.903891;66.71639;7.301256;18.744432;2.399248;85.63057;11.150873;96.61706;25.411158;0.2947638;1.1811551;1.2067127;0.1742499;1.8440031;0.18474206
0.35824355;0.7087691;9.936724;16.726194;39.402756;82.42998;16.480059;6.419899;48.413612;46.472466;79.746574;24.181404;0.23481111;0.5192651;1.5321568;1.8709667;1.2797706;2.0880668
0.42620057;0.45250103;8.070155;6.451894;36.263885;20.263077;5.736832;13.1934805;14.415751;93.162094;39.635586;70.47363;0.42032817;0.18953736;1.8438768;2.773565;1.0448512;4.9444165
0.59712464;0.21888076;16.207302;19.303465;43.137108;77.3186;6.0103927;15.689812;74.14558;86.21227;82.9689;67.01007;0.34003124;1.9419826;1.058608;2.4331715;1.2289152;2.4765074
0.799001;0.91118664;6.636843;6.898182;71.32942;28.926376;15.094558;2.4893892;88.42897;66.19773;84.540146;6.6276093;0.23474732;1.3192008;1.636255;0.21428828;1.1363367;4.3113217
0.34938073;0.94336385;9.065874;1.713377;61.879166;79.18816;7.6706367;12.626284;86.68722;69.95269;23.597977;15.035837;0.2886168;1.1142424;1.9146357;0.44371763;1.7896848;3.9172761
0.99412143;0.58559096;3.3314412;4.8025637;91.734604;91.652885;16.629087;15.622726;21.31143;70.30176;93.0239;28.197475;0.24725479;0.43886608;1.6690353;1.3187082;1.5551788;2.9852748
0.32921755;0.21651228;6.1531796;18.621368;1.036924;93.630806;18.417067;3.4049222;96.06468;13.158235;36.900936;45.70192;0.31604362;1.7400719;1.48589;2.335647;1.1891379;2.3885968
0.67950237;0.66469693;15.877382;16.010977;16.934351;86.49249;3.1936407;3.8038344;44.73758;7.0446873;25.798216;6.4083905;0.13240191;1.3503176;1.7415438;2.1161678;1.1930162;0.26821855
0.94315237;0.4527439;14.434908;9.348046;49.907978;43.10914;10.8959;10.643133;49.918262;1.6270059;93.793655;42.90346;0.29315624;1.9206809;1.555095;0.39382958;1.3215724;0.5257312
0.86600596;0.34598845;8.642187;18.19795;67.29548;43.444725;17.869638;9.219269;50.025352;49.38185;70.04596;84.007256;0.23101576;0.6707954;1.3634121;1.3200072;1.4145254;3.2545354
0.71831137;0.33516213;11.971991;5.686028;9.873975;95.296455;11.479964;9.080891;23.268753;70.437996;84.99183;88.17689;0.41907984;1.4627564;1.2003852;1.0380354;1.4681275;0.20227608
0.7723944;0.34340435;9.70834;5.437607;30.126207;89.235115;3.7645848;17.482933;49.618504;48.266422;45.09547;29.336288;0.23755638;0.12291013;1.272621;0.4937027;1.0378591;3.2578835
0.3073645;0.4646728;18.00919;3.4502077;98.868576;49.00843;16.035297;2.2455807;58.359272;1.8460517;58.930344;76.8333;0.3986716;1.4155711;1.7827053;2.360973;1.5421823;3.5222907
0.20773044;0.42449617;8.499125;9.406214;33.436844;40.39492;4.9011602;14.978888;93.607735;70.56996;97.36891;73.87796;0.13249998;0.21200517;1.8322891;2.815604;1.7604415;1.549548
0.54731905;0.86913985;14.720175;10.768387;38.631927;10.326741;10.412555;16.541971;96.06863;40.110302;67.998245;70.51851;0.46983677;1.9174427;1.4924173;0.20424983;1.1888788;4.54554
0.27161515;0.5962518;5.152054;3.7576826;24.639791;36.786396;19.387354;8.304346;23.13014;80.56323;87.66441;82.40784;0.28294352;0.81306875;1.2759737;0.7083335;1.4077872;3.2586365
0.48620206;0.542118;9.247846;3.1775045;2.726466;47.632523;17.902464;14.161859;14.705654;93.60518;92.10933;85.65439;0.26030686;1.8413608;1.4118292;1.9182479;1.7659688;1.1053694
0.37899423;0.31666684;11.057297;8.418586;29.25411;83.23475;12.581191;12.151041;21.851103;46.521946;59.910908;60.767494;0.3310241;1.0390152;1.4646418;0.7830748;1.7410479;2.869933
0.9330774;0.9007126;2.988289;5.4197583;16.944675;33.08048;3.9818275;6.033013;31.475603;47.15664;98.46141;72.715126;0.25564647;1.6055686;1.1302798;1.1339962;1.6854593;3.1380844
0.9040448;0.24385777;12.160951;11.9110155;38.72141;30.956697;8.336668;10.726263;54.494;40.434963;80.93947;2.548157;0.21619397;1.0171185;1.1683187;1.6302487;1.8022505;3.1163938
0.8551543;0.39162508;11.918634;10.962369;24.011646;3.6152833;5.504958;2.0989509;45.75578;42.866173;30.81946;15.288009;0.12212655;1.1586896;1.1607944;0.1919353;1.3750962;0.6370327
0.7711554;0.6971778;4.016305;4.087187;40.98199;4.9202256;13.845835;16.383446;1.9184672;62.347424;55.29445;8.002054;0.27358446;1.350411;1.3212969;2.6440423;1.1407493;2.4257812
0.32325754;0.76184994;19.97434;1.2522632;27.676006;80.99699;15.462605;2.0624628;5.852572;74.061325;50.638027;30.147026;0.2263624;1.8104527;1.0281615;2.4886942;1.3168439;2.502168
0.23869394;0.8409253;2.7573724;13.251003;91.64519;17.251354;12.859181;6.5346;73.23712;40.49103;38.12833;23.942715;0.4045071;0.52631724;1.6573117;0.9353259;1.2805223;2.5391095
0.72311026;0.52823305;18.010767;15.684824;29.847204;96.67375;12.555336;8.780598;82.50101;24.872585;53.330166;91.041435;0.13676034;1.3138127;1.8824533;1.3094242;1.2734067;4.348212
0.7138065;0.47739208;10.338798;10.277182;19.672432;6.9565396;6.9469237;10.49069;78.904785;11.57781;80.03152;28.965355;0.11762592;1.410377;1.5487219;0.634744;1.3692278;3.2871296
0.49553943;0.4308413;5.2313943;11.934518;76.44119;80.821815;9.598122;11.12684;1.4710027;73.5781;60.34265;11.285129;0.28507486;0.71828383;1.4998659;0.4459194;1.0593419;4.146376
0.5781493;0.65447575;3.1431758;19.272516;81.36282;12.394613;19.666386;12.465899;46.801804;42.000366;91.08241;39.25212;0.35235712;0.69776046;1.7539976;1.6708626;1.3174965;3.079217
0.5913195;0.47890848;14.288982;15.586374;56.737617;63.85475;18.27211;18.417528;93.5626;71.43797;60.206318;46.67385;0.2384033;0.32715172;1.3465368;2.8145535;1.0774548;2.926227
0.3919425;0.4624754;15.334558;7.3423877;35.14064;75.92121;14.5441065;10.07355;99.4174;36.611294;40.334377;84.71431;0.4568149;0.7765365;1.4976633;2.2635524;1.9648794;3.9137976
0.45133328;0.21351269;13.795373;17.155731;83.58771;23.385946;17.480396;13.395456;98.018684;65.7931;75.58579;51.93512;0.23350734;0.86730194;1.2744405;2.985449;1.595669;4.3835797
0.53471166;0.9586528;8.977547;11.421352;67.31709;56.53542;14.452652;2.6947823;87.904335;43.774242;22.012503;11.347887;0.25570634;1.0012796;1.0484692;1.8902689;1.1230013;3.7326825
0.6825432;0.2484754;4.2789;10.916755;38.72251;78.29213;13.140858;16.989946;64.22737;93.75983;55.240276;35.882347;0.24374807;1.3233163;1.8442303;2.6399639;1.2631952;0.8543043
0.96465534;0.4166972;16.00122;14.145567;39.77458;17.906998;15.382994;7.420295;87.63908;48.21458;82.553;93.752914;0.213247;0.22829022;1.5697724;1.764755;1.6237675;0.7404531
0.6307877;0.9371357;17.55338;9.160214;1.2421591;52.72451;5.6939073;12.228158;91.11078;67.59571;89.31853;97.69041;0.383061;0.12693934;1.7960556;0.57185024;1.4767812;4.8199387
0.7849311;0.7882786;8.445547;17.734678;6.7189503;53.731155;19.317705;19.635382;58.263718;57.374516;18.926437;55.481396;0.4812207;0.4740447;1.4656633;2.4932194;1.3659434;3.5401819
0.8456009;0.6625118;16.983133;4.1784043;14.346859;77.0034;9.249667;15.393271;14.319738;83.2284;88.34288;51.891922;0.434105;1.953002;1.8213476;1.7748635;1.8686105;2.618291
0.2908065;0.7286511;13.076405;9.016353;25.480614;36.783943;1.837474;8.699296;18.3295;71.667366;62.80107;19.154585;0.27680898;1.9932783;1.5122025;2.1232102;1.2066008;4.303187
0.7224997;0.27764803;11.0125885;2.232409;92.68099;64.88465;4.56263;9.576748;68.84566;41.47706;20.870958;33.52772;0.22366352;1.588707;1.416651;1.2475891;1.589144;0.7968267
0.5856886;0.84691787;12.6015005;14.402492;82.34005;95.052956;13.580951;3.7682343;63.98457;16.546677;2.2717957;39.537983;0.42881027;0.87803835;1.1514589;2.315224;1.6863161;2.850212
0.65794474;0.40008542;3.0472674;6.135609;5.0367327;71.183624;13.630306;12.995648;42.353634;43.077625;37.46725;37.29653;0.37709543;1.9100558;1.7091968;0.9356687;1.9945248;1.119367
0.23073354;0.9649712;3.3825815;9.083069;2.4770017;2.7751942;11.298546;11.504382;12.020742;91.288925;43.32329;45.991955;0.35930339;1.6014808;1.6742179;1.7108377;1.0361531;2.6775856
0.9249726;0.38509968;14.807373;17.840881;59.014374;15.93636;10.540028;12.263615;22.780062;75.42227;26.050245;19.569334;0.47320974;1.9327897;1.860834;0.66954744;1.5649604;4.7106094
0.96222734;0.7002915;19.428995;4.5394254;38.271698;40.415646;13.0427065;6.0839863;99.755775;41.916496;1.4869567;78.55314;0.17804411;1.0683484;1.0585471;0.95703334;1.043135;3.8426855
0.20278554;0.6362596;10.648278;1.0427791;80.375725;41.033623;14.708038;14.497443;1.8476903;38.414307;46.451443;63.605457;0.35004064;1.8284539;1.2137568;0.8705457;1.0981879;4.2607584
0.37023327;0.31448248;2.0260134;11.984276;97.31521;33.729553;4.835334;6.67191;83.334015;5.9018593;93.065834;56.13486;0.33013955;1.6828849;1.0450238;2.0320427;1.3861784;4.0742607
0.34415534;0.49034172;2.2933939;9.313359;49.931488;44.86909;4.9058547;9.49512;61.74316;31.013788;94.32571;19.232788;0.46610823;1.4343376;1.424487;1.4447204;1.7813389;1.2261885
0.8250436;0.8250342;9.87993;2.0442538;18.563372;94.39417;1.6880323;3.836268;5.111522;65.19367;49.46113;5.5283003;0.17717077;1.7493881;1.4889289;2.8099358;1.0100265;1.581266
0.67846406;0.37007046;13.495626;6.628668;89.38451;80.645546;12.475143;14.586594;43.022873;90.23668;90.36495;47.854294;0.2849626;0.25959593;1.3011162;2.5300996;1.5154902;1.109789
0.34186694;0.97028583;3.9426565;5.5430145;42.798313;14.748866;8.090798;4.33967;81.64532;67.188095;10.043057;50.83653;0.10106349;1.1688861;1.175266;1.5134709;1.742089;4.6919675
0.85117674;0.4363869;1.627663;5.9517446;42.296604;44.98283;18.794256;12.158487;62.088192;4.2801847;85.01401;56.597736;0.12228242;0.33481246;1.1481819;2.8874958;1.8380482;2.9655426
0.4827799;0.70137733;14.859917;16.003586;70.68801;68.47729;7.369912;16.68283;92.6547;33.251003;56.269073;11.842252;0.16556495;1.461629;1.8330699;2.584637;1.2237595;2.94403
0.5686855;0.69509363;3.7764988;6.7902465;37.621788;17.213097;11.733066;12.209114;96.21149;78.07833;7.880151;1.6980124;0.4926384;0.49425367;1.6258212;0.4539138;1.0780197;1.3308321
0.50984526;0.5766226;9.325419;10.302903;24.249685;6.018667;7.573344;12.49379;82.87348;83.35651;7.3552966;61.519516;0.2649754;0.77121377;1.1660656;0.21359544;1.7859004;0.70122737
0.6171042;0.72428834;14.948587;6.044882;74.427986;95.81335;7.768221;17.716213;72.82391;10.256011;3.5747056;91.006775;0.19284315;0.37263674;1.6026684;2.522292;1.6749657;2.6891522
0.58411396;0.79486156;3.3806047;19.060263;19.39815;78.68077;7.894437;19.948864;11.720673;27.165218;33.238094;26.351768;0.31602016;1.2333347;1.103846;1.7679566;1.4938649;4.2188587
0.4196672;0.69520235;9.412311;15.710063;4.887916;88.63663;12.595103;4.7056694;76.77322;32.99757;54.680687;59.686134;0.42207152;0.13642839;1.4036201;0.87888753;1.6246529;1.4291959
0.53964484;0.6479957;3.1176474;9.04237;50.2648;78.35632;7.964309;10.050722;64.060875;89.318214;78.06661;15.402986;0.1614921;1.6756469;1.2228096;1.4507338;1.857835;2.8545122
0.9266697;0.6853019;7.6026535;14.812684;4.359666;68.22254;3.809379;7.8876386;38.534447;58.018017;60.324005;33.757423;0.35258114;1.0540345;1.9532405;1.2725698;1.6245452;0.9304052
0.6023153;0.5215647;18.336233;6.981679;79.303375;76.743454;4.13535;2.3260367;78.97337;19.493217;50.262806;12.6038475;0.2880391;0.4312138;1.5278463;1.5786722;1.2168342;1.5863158
0.9331091;0.25669852;14.036531;2.562368;97.76314;53.0046;11.017131;7.970405;44.923325;58.271626;24.797733;27.217182;0.3883681;1.0861394;1.2074953;0.9668984;1.5961779;3.7850122
0.6401016;0.3277587;1.4387697;9.179922;94.9152;26.455652;9.245886;14.290608;70.57843;72.92146;61.046925;66.331856;0.255164;1.4303629;1.1881135;1.5469022;1.910237;2.1691735
0.8150538;0.68536323;3.5550594;11.727121;15.742185;10.350844;17.58564;17.177212;71.21152;36.774647;97.52883;18.465618;0.22494555;1.3709905;1.5805318;1.3280556;1.2789621;1.9874953
0.43487304;0.94173914;6.5825906;7.6377387;93.26673;60.153355;1.7982068;16.623972;76.380974;94.17675;93.94301;71.327965;0.3901515;1.3559824;1.4443834;0.81770736;1.3156651;0.96182305
0.83233076;0.22059244;18.015434;8.62923;12.071741;22.718512;6.0319557;1.3838564;35.418427;83.0045;39.952595;33.045563;0.47791877;1.3349663;1.6000905;0.46680307;1.9450454;2.969494
0.4114573;0.63522816;15.19464;14.574147;36.086475;82.48239;14.148804;8.505103;19.255136;62.77505;49.244442;82.95157;0.24097912;1.1549226;1.0041862;0.3638402;1.9862372;4.89644
0.21563998;0.40164915;12.732367;18.0135;9.348968;53.973194;14.001374;19.02372;73.06217;38.558975;42.305504;40.469776;0.39168915;0.7031598;1.0749074;2.3812165;1.4958658;1.1672456
0.32858315;0.64939195;3.899301;17.988014;82.444786;99.54137;2.4550004;11.513633;40.333023;2.1035132;57.053825;68.95034;0.38508627;1.0106834;1.1284636;0.58911574;1.2121202;1.5288697
0.2173223;0.7997259;18.648619;11.938145;23.150517;39.15235;5.690144;19.623798;97.39482;8.09468;41.67031;49.97337;0.17989396;1.6384501;1.91054;1.407611;1.4967195;3.612374
0.9576501;0.7883625;16.354454;12.960317;66.825134;42.51671;5.3309693;7.539769;99.72291;80.72585;23.01012;40.7002;0.49521947;1.6650219;1.9227809;2.2770379;1.8933134;4.5870504
0.99998164;0.77990866;5.549088;11.123414;76.50611;27.68019;19.229239;8.59691;94.54103;89.63003;21.10365;9.226485;0.2240269;1.6365066;1.7613724;1.6412919;1.4075187;2.4474902
0.80978423;0.8231388;8.682192;8.053478;38.69543;29.312532;18.496288;9.656839;47.555588;13.265194;83.0996;25.664404;0.14657575;0.64770633;1.1380637;0.40004256;1.1924132;3.6181395
0.28650254;0.25808856;9.139292;15.025034;79.13929;48.265697;19.65688;17.207838;94.59165;9.903181;50.569866;67.44209;0.48824155;1.8087025;1.0625484;0.4747145;1.9595006;0.6601262
0.9191564;0.60766226;12.1626215;3.1136603;33.233124;7.3892;3.7816956;6.5110636;4.7398076;69.08944;13.678367;48.724934;0.33497488;0.89271915;1.7174929;2.5600605;1.5257356;2.2390907
0.79502094;0.40942279;8.121397;17.986269;15.674675;83.50767;14.212584;9.309016;64.96923;56.22413;55.24463;89.68205;0.3696928;0.8290551;1.7209297;0.93705964;1.044445;0.3594733
0.4657956;0.9370164;4.990504;6.39067;46.525513;10.765507;10.930698;15.926248;97.80272;37.478203;68.66814;75.08919;0.33879107;1.8650734;1.2508037;1.5887715;1.2537473;2.530197
0.6018223;0.82630336;13.672801;5.157621;71.321724;90.74963;15.276011;7.2828183;2.192613;31.656153;18.302856;2.7409267;0.4957908;1.3346975;1.31599;1.1464659;1.3107394;2.740949
0.7294075;0.28603587;13.873546;6.2058897;4.9305086;40.505775;5.0189433;8.747689;76.34344;25.189615;98.84166;62.014454;0.38908967;1.8997492;1.9399886;2.861051;1.8671963;1.5451308
0.21924038;0.3945969;9.405325;16.422623;80.81822;46.52539;1.5653968;17.731035;59.7837;20.770916;16.936365;2.2890913;0.39387923;0.28532767;1.0249461;1.3877927;1.1664758;2.4220395
0.6012327;0.5641762;10.246397;6.108996;26.30846;96.45253;3.151723;7.693698;7.750234;23.539803;52.4103;95.44599;0.31078404;0.7819948;1.4836767;1.653656;1.671236;1.7865425
0.7859163;0.9703269;1.9627334;12.581233;68.43985;74.162315;10.604901;11.396773;21.931484;33.778595;4.0480337;50.097862;0.105588615;1.1010635;1.8091768;0.7631126;1.2810711;4.4875064
0.3505803;0.28773856;9.665878;7.5199976;12.290746;28.605263;19.612003;2.2861142;14.422741;51.60532;82.207245;55.420044;0.11479824;1.1219673;1.020259;1.7199428;1.3650198;4.380149
0.55503243;0.6543779;16.207567;13.47167;39.55608;31.253683;1.6653771;19.063543;74.61886;97.86643;12.500042;33.544216;0.43653074;1.5664115;1.3623759;2.5906656;1.186804;1.991912
0.6260241;0.47303;12.238167;12.240904;47.0398;15.83167;12.158411;13.5762;78.45331;3.84404;71.416824;33.145878;0.20161583;1.3212602;1.6313146;0.6695642;1.8625418;0.3784156
0.7884523;0.71707225;18.493282;19.957563;47.375946;64.24201;4.753254;19.293419;97.35902;76.54313;30.790018;72.78363;0.1819605;0.48999476;1.9887817;0.95083064;1.3118898;1.1623077
0.971563;0.7189654;14.613754;6.908164;28.050419;66.42578;2.3747125;16.430027;77.57083;11.406151;51.39855;44.24654;0.1466;1.5940555;1.2831647;0.47340158;1.8926418;1.3247945
0.87862045;0.3924732;15.775104;7.64634;53.391094;89.03896;12.855018;15.505199;78.451126;55.47397;77.25304;8.924251;0.25754324;1.5139017;1.338745;0.80045843;1.9820768;3.7851717
0.6972147;0.8286475;9.709898;4.7765837;28.459232;29.129795;8.122485;3.5672643;44.46752;19.763653;95.62554;55.299866;0.47737488;0.56650835;1.4256825;2.4508324;1.5752615;4.7195196
0.66691256;0.27301;4.2955384;9.814256;17.4868;7.6631384;15.120983;10.24537;16.251705;2.2612839;17.727428;7.954956;0.14946505;0.42812243;1.6259987;0.5776638;1.5311877;4.6480255
0.68254936;0.8545111;18.331516;16.909843;14.201078;22.779026;8.004491;1.291345;42.906185;13.498184;84.15887;67.3447;0.35079834;0.17611271;1.9868739;0.17523088;1.3122381;4.12951
0.6361429;0.36957347;13.524734;5.0089626;89.576385;96.34827;2.9015813;11.669581;11.445729;23.247643;22.655943;37.986835;0.18576954;1.3335903;1.8239015;2.360682;1.8044486;3.2651742
0.2474903;0.67166346;18.280018;19.266787;13.933804;98.83279;14.9220495;19.182114;84.85474;30.169502;6.8548574;1.2186633;0.18792854;1.7656878;1.7203634;1.4157177;1.0074407;1.497014
0.75863713;0.47784778;12.732926;1.2499883;40.124035;35.98653;13.40867;8.340743;45.038773;19.3207;84.547905;35.724216;0.3535759;1.3203096;1.6650718;1.6001155;1.8315119;4.3576193
0.77306944;0.68782383;9.635138;16.297827;25.938208;49.500633;18.162352;7.611613;79.60954;30.78363;31.685982;93.70856;0.46099642;0.3493788;1.2474254;0.8356425;1.8402507;4.1852107
0.6099843;0.4139343;3.5600436;14.140889;61.988518;84.78204;14.234125;6.431931;95.33613;30.475237;82.2857;61.24287;0.35365927;1.854602;1.5284902;2.1047504;1.5637044;2.083675
0.8963101;0.6551709;8.556391;18.199816;35.23008;48.297413;1.2436832;11.931875;35.977867;90.92369;89.21915;59.887596;0.46562362;1.6517808;1.1773787;1.9608577;1.739189;2.0856507
0.73794943;0.20655861;12.353517;10.914437;29.345274;95.93803;16.750412;18.187828;21.537098;76.865456;62.578823;82.22598;0.49956805;1.5537925;1.9055452;1.403458;1.7716736;1.4227594
0.49013174;0.49956357;18.68452;13.938323;96.932106;83.92559;11.50852;12.185719;25.272627;19.463362;35.66958;61.969116;0.4649175;1.7755814;1.1673868;1.6949753;1.039275;4.045863
0.21575548;0.8611115;16.756844;1.9390572;99.67788;74.40319;1.217588;15.32612;74.580444;65.037346;15.120455;53.101982;0.210894;0.8367972;1.325138;2.4011958;1.524613;2.1205058
0.24732932;0.57040524;10.749692;8.492748;14.12937;63.225197;16.244694;7.9956584;24.886002;41.627827;18.313374;89.10874;0.12600523;0.41720146;1.9507556;2.0967271;1.860688;3.8256876
0.4814386;0.59940886;9.511827;15.643291;69.585846;21.433083;15.640377;8.03472;34.148994;46.780087;63.142902;4.400953;0.37592784;1.3567257;1.7315558;0.4382458;1.9430528;2.125768
0.56968427;0.69726145;1.6321942;3.070652;89.09392;19.103714;19.99329;5.503915;61.42865;33.95129;49.66055;77.28813;0.3484594;1.8449522;1.6017333;1.7008926;1.2038202;1.9372842
0.3334969;0.5473677;7.67258;15.865551;97.113014;86.79074;10.171589;2.8390768;45.14344;65.99188;67.42431;90.19567;0.13271055;0.51735955;1.3664008;2.812596;1.5702982;1.1530027
0.35146263;0.8936614;19.645037;6.857193;30.511848;24.845554;15.796587;16.87666;22.09097;3.4906025;8.128904;3.9588377;0.35744756;1.0847212;1.824082;0.10473927;1.0337311;2.4913986
0.3841691;0.5226597;15.079482;7.706793;78.65889;25.112251;14.551142;14.811322;48.778446;38.253193;26.797632;89.2876;0.17111315;1.7303619;1.0285761;0.11253073;1.5009534;3.5036397
0.8244107;0.95404196;10.970232;13.300122;33.44578;84.75999;10.406346;3.4963284;45.027763;77.08975;19.670319;4.4559865;0.34731582;0.40441644;1.8905923;2.3339612;1.3620968;3.9185019
0.81703025;0.9015504;17.383692;2.4851155;62.538013;5.586714;4.30426;11.219307;65.82258;99.40152;92.50209;22.45791;0.21635655;0.7719554;1.823963;0.39298788;1.7544782;1.3402219
0.5063512;0.53687024;1.4380608;12.867896;51.783356;72.060196;9.437972;12.8774185;40.99454;14.396753;25.585728;91.327095;0.45812455;1.6470047;1.9301963;1.1754819;1.3230575;2.9591794
0.33789152;0.4926407;19.19486;18.360754;71.041794;61.972706;3.9706643;17.433697;81.06022;34.097603;5.938063;10.464403;0.18396655;1.3218374;1.0646894;1.8914115;1.6808373;2.4454212
0.28872672;0.74130243;14.293706;2.7815213;91.35759;4.7557135;6.787924;3.6772954;24.362574;39.334404;11.171181;10.864772;0.27271995;0.3314277;1.7889075;0.47160092;1.8069015;2.844746
0.26970345;0.8042454;1.2529688;5.8069487;12.164805;18.939262;17.579435;3.1498342;51.040356;55.14216;53.002495;79.03114;0.11892214;1.145799;1.0139667;0.9763122;1.0712129;0.43197513
0.5130234;0.34868926;14.405105;1.2599483;23.060934;30.692526;5.8162208;5.8935328;80.338554;48.969517;3.210172;97.86461;0.39493683;0.7873574;1.7722725;2.8974736;1.2041765;3.672644
0.23643395;0.39283615;2.5794291;10.84181;58.989376;23.483212;16.703424;5.5364623;27.574844;83.096146;27.953186;97.28616;0.46240598;1.9571357;1.2806729;0.79811466;1.3159153;0.5784197
0.46690804;0.317002;13.1523485;14.888244;36.364307;17.752897;1.6146836;3.7964036;24.419243;64.31709;58.72425;3.8366382;0.46999392;0.8076343;1.0061588;0.46784577;1.8655916;4.0769005
0.9692266;0.8085535;6.716827;18.601566;56.227913;85.52499;10.28174;17.66904;57.739574;81.783226;10.159379;71.28109;0.18040176;1.3768455;1.059212;0.48136058;1.4825715;0.6690506
0.6060037;0.7715215;5.0297527;7.9925623;78.49592;92.56664;15.074812;19.874464;54.359905;71.88999;50.02884;1.308071;0.35316756;0.99844116;1.9162037;1.0193968;1.1528419;1.4340017
0.85811573;0.35124305;12.933548;3.8262737;70.24929;18.333948;17.444735;13.446062;95.273506;94.59853;79.03687;70.93135;0.40173408;0.3755429;1.1277845;0.46681187;1.1652123;3.7019174
0.30341277;0.62949985;9.246775;1.5526067;76.89214;58.25157;1.4779238;15.386781;80.69785;73.96737;77.28196;90.63505;0.26031506;0.7735331;1.3464153;1.4674158;1.3343751;3.6734347
0.414463;0.8113915;2.2259374;7.175118;16.95749;43.88693;16.130388;10.966895;31.40993;10.865537;20.826033;24.608948;0.27302527;1.8375932;1.6931527;1.9282038;1.652521;4.916181
0.9572372;0.95762295;16.624516;10.732328;4.0059896;38.259266;17.934656;12.867412;15.059217;69.27324;19.543423;40.921516;0.22688603;0.4270591;1.0878787;2.947998;1.8969796;2.896105
0.50684154;0.3428181;6.056332;18.114695;87.30101;95.35636;3.916433;17.162317;25.843689;4.262444;85.739204;20.893375;0.3443289;0.68663526;1.578259;1.6859882;1.1906009;0.27497977
0.7187249;0.44346383;12.745995;5.112579;45.700665;5.533529;1.9943935;17.832048;41.050137;18.49532;73.18582;19.56979;0.10551192;1.0121104;1.6015083;2.5306582;1.8488703;4.1143336
0.9809014;0.47867182;12.577852;15.844684;63.931812;97.49465;4.8808417;7.1958456;9.928861;93.68414;39.006104;91.503426;0.41313392;0.44966626;1.3695928;1.8179121;1.2838982;2.552215
0.6406302;0.69998187;2.067062;10.137477;8.221306;32.4457;5.500256;16.151875;27.442568;95.59377;81.53128;16.67074;0.47759938;1.0624756;1.166764;2.5818048;1.6884592;4.050499
0.44427675;0.30913508;19.949015;17.483166;71.06453;57.381992;4.6156282;1.3049475;80.422554;11.711275;7.237165;58.660812;0.43637562;0.23683923;1.926768;2.7519948;1.8787941;4.1421227
0.6255588;0.35474324;9.50555;17.398237;11.064127;93.200836;12.223368;3.3130867;58.17382;40.3032;19.763897;7.901928;0.44131184;1.3384205;1.4055183;2.0579927;1.4915054;4.3579683
0.24370976;0.82434946;4.9017763;17.296198;78.94678;64.869125;5.8078017;6.571166;4.827305;98.86013;62.20519;46.44703;0.4869661;1.7061448;1.7165517;0.9592968;1.6601492;4.662853
0.2898959;0.6336429;9.298206;8.625559;7.011086;76.94185;14.704629;10.370578;1.8949822;8.291706;59.992336;80.36512;0.21400538;1.807178;1.0148535;2.7301712;1.3876995;3.4506977
0.20573689;0.328309;12.458177;7.5779796;9.23686;10.584889;10.78632;5.4170938;39.082043;91.24193;64.017685;9.440939;0.28220844;0.530023;1.4886547;0.8916746;1.8114861;0.48139063
0.907368;0.5107462;1.0577558;4.938484;34.98673;57.41229;9.672002;17.543844;5.1672497;98.30188;71.07896;33.850376;0.24170503;1.3453006;1.931342;2.946841;1.7176131;2.887896
0.73702437;0.30759534;6.7025375;5.3401513;21.990074;31.751959;17.491968;11.294825;31.421444;88.34117;37.650043;13.116042;0.31457916;0.123443745;1.4331759;0.88919336;1.8238995;0.5814625
0.4386638;0.490152;11.190275;12.708356;98.46039;42.525562;12.3198;8.855006;23.769848;81.98091;26.285141;56.36807;0.45173183;1.3233273;1.9745429;2.0758817;1.807792;4.282274
0.37692913;0.5201594;14.195063;19.276882;45.680737;24.50617;6.024241;16.085415;48.82669;57.55364;62.70846;98.028015;0.29281825;1.5605098;1.4104937;1.97053;1.618615;2.6696284
0.7464613;0.28968832;6.952813;12.513218;47.41535;61.95107;2.6983228;14.405117;56.01716;91.29426;96.63877;27.224672;0.30506563;1.0199113;1.2004362;1.0867144;1.6601573;4.0997653
0.9356257;0.24786673;8.674283;8.834032;5.601341;54.054726;11.2363825;15.32302;68.69546;10.997969;43.75627;12.464133;0.46385264;1.4979553;1.9551908;1.3489275;1.9620117;0.87005085
