;[mm];[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-]
5;1350;11;658;0.022820754;0.20334986;0.22026625;8.68322;2500;0.2955835878299413
5;1350;71;180;0.05237033;0.105729766;0.24593213;7.2814293;2500;0.42148207291840084
5;1350;62;441;0.044060923;0.11615007;0.17413862;9.41932;2500;0.25728485251448396
5;1350;236;939;0.026849316;0.1932554;0.12661117;18.924133;2500;0.1258976608852589
5;1350;183;262;0.054329526;0.19432016;0.23391593;16.285507;2500;0.32812778953856797
5;1350;61;1155;0.03389143;0.13934007;0.16333078;3.6386712;2500;0.21974372200757206
5;1350;246;361;0.03164918;0.12330606;0.16257061;9.441149;2500;0.22832278214382182
5;1350;112;755;0.10788385;0.15153655;0.2055879;13.950187;2500;0.29793820729980874
5;1350;143;746;0.038148977;0.13377076;0.15548755;4.111604;2500;0.2073808701650438
5;1350;122;570;0.06382296;0.15190403;0.1352268;1.9631785;2500;0.15830820623992992
5;1350;161;789;0.05363892;0.2064815;0.21125452;19.1965;2500;0.2762071113541656
5;1350;149;894;0.081057705;0.08773654;0.12787598;15.908431;2500;0.1808901322638381
5;1350;89;746;0.08866126;0.12775172;0.10589078;17.81915;2500;0.11478656852322709
5;1350;133;676;0.044899404;0.12181887;0.17464364;15.846164;2500;0.25429144270725057
5;1350;273;731;0.07898958;0.12313664;0.1050904;13.901297;2500;0.11538419539756216
5;1350;155;488;0.06481143;0.22205356;0.21864147;15.536622;2500;0.28227219371998347
5;1350;275;94;0.03361103;0.21930894;0.2466108;10.980681;2500;0.3385661145601094
5;1350;169;200;0.041774254;0.11168972;0.24229576;5.8854284;2500;0.40789276320373485
5;1350;232;731;0.05544769;0.114723824;0.12233664;2.7946067;2500;0.15264539746039804
5;1350;95;1113;0.04652744;0.14754564;0.23979807;12.352664;2500;0.3724672306804488
5;1350;239;40;0.07410139;0.210231;0.11677536;5.168199;2500;0.10403196923320492
5;1350;86;657;0.10109642;0.16096652;0.15316132;16.638035;2500;0.18787168541951724
5;1350;15;309;0.11116519;0.13145874;0.112649955;11.166573;2500;0.1256317827288677
5;1350;56;678;0.07912144;0.09376778;0.2234012;19.91198;2500;0.38287335773907766
5;1350;16;902;0.09555936;0.19377184;0.13356139;8.322168;2500;0.13774118251780854
5;1350;284;885;0.09541393;0.17580543;0.19973505;8.967853;2500;0.2707767470793162
5;1350;299;872;0.058214188;0.12769967;0.2144032;6.1204405;2500;0.33378752272393974
5;1350;231;936;0.05234504;0.15830384;0.15711428;6.4337187;2500;0.19683828112782606
5;1350;41;96;0.084688276;0.12956928;0.21839286;10.071195;2500;0.34083655084502956
5;1350;270;616;0.03440875;0.2037172;0.14883806;2.22621;2500;0.16085668450301438
5;1350;225;321;0.09436815;0.11185341;0.12223436;16.834805;2500;0.1540611800242809
5;1350;106;1106;0.038748883;0.14275509;0.16897805;2.8741882;2500;0.22900895519420858
5;1350;155;941;0.0468913;0.20315714;0.20654806;18.224678;2500;0.2688415610402533
5;1350;201;137;0.052741747;0.1988915;0.10595532;8.581917;2500;0.08987231913271403
5;1350;16;299;0.09188431;0.12447352;0.2209367;9.737196;2500;0.350356575535195
5;1350;155;551;0.046284948;0.17671293;0.13834615;19.319172;2500;0.15298459499093386
5;1350;222;1155;0.054185495;0.10341503;0.2021816;15.041253;2500;0.32737954935597496
5;1350;64;140;0.051821783;0.16659306;0.11710719;6.29798;2500;0.11909148059422774
5;1350;138;685;0.09791326;0.17214648;0.1584183;6.8062625;2500;0.19231984712432032
5;1350;164;416;0.08036603;0.15835634;0.16975728;3.846482;2500;0.2214561123930158
5;1350;223;779;0.14379504;0.1443098;0.17026658;13.137357;2500;0.23065279957956514
5;1350;289;781;0.05777331;0.19970371;0.14098549;13.556462;2500;0.14852441952848028
5;1350;255;296;0.06397439;0.20267117;0.17938045;17.896366;2500;0.21717223622027068
5;1350;190;945;0.039269377;0.17949298;0.1416049;6.3986473;2500;0.1577289745290632
5;1350;179;118;0.050264105;0.1257533;0.124979995;2.2787843;2500;0.151829532992708
5;1350;184;983;0.12475405;0.16207373;0.12000164;5.179813;2500;0.12596556561940628
5;1350;168;262;0.04589318;0.20298629;0.23420665;19.299162;2500;0.32346361648289884
5;1350;27;711;0.13878937;0.14763181;0.119596675;19.77599;2500;0.13123741147209897
5;1350;212;423;0.025539769;0.2170886;0.15927884;7.7145863;2500;0.17416217907497966
5;1350;217;735;0.09208163;0.12609051;0.13778517;10.308203;2500;0.17666797101401763
5;1350;158;328;0.06410997;0.10610089;0.19240685;17.079382;2500;0.30393770263810344
5;1350;262;687;0.0968822;0.112773515;0.15186375;10.077281;2500;0.21333336545346887
5;1350;205;19;0.073980704;0.16565232;0.14294739;19.220428;2500;0.16632075572919605
5;1350;115;455;0.10784837;0.18176629;0.24535169;16.915012;2500;0.35952122803315856
5;1350;15;993;0.032864325;0.24153182;0.24951193;15.087481;2500;0.3317793062014342
5;1350;27;560;0.058500044;0.16847122;0.119892985;12.942209;2500;0.1232790193891036
5;1350;112;604;0.08867782;0.12852082;0.20391795;4.9215007;2500;0.31087379689424305
5;1350;144;749;0.022255572;0.13273543;0.23347564;4.47445;2500;0.37061419182019406
5;1350;58;526;0.0836978;0.11898045;0.24562578;17.46489;2500;0.4086355230287446
5;1350;64;1041;0.06636701;0.23083065;0.14471492;5.5764194;2500;0.14387875460526192
5;1350;76;489;0.06298917;0.19816464;0.21766499;5.627604;2500;0.2933955140856939
5;1350;236;1131;0.082096286;0.14661609;0.14916027;17.07515;2500;0.18762146977278357
5;1350;233;1053;0.03666838;0.24267657;0.19323942;1.8802785;2500;0.22483702237975994
5;1350;121;511;0.05368748;0.099770896;0.17694448;14.6378145;2500;0.27581556244276395
5;1350;59;445;0.13668804;0.15695558;0.20612393;12.701833;2500;0.2954257021257605
5;1350;42;815;0.035057124;0.21989319;0.23690544;1.7207935;2500;0.3190337570015277
5;1350;35;908;0.030581657;0.12141546;0.11691637;4.4428887;2500;0.13855270487727855
5;1350;123;231;0.02698303;0.22884676;0.13342565;6.6985655;2500;0.1256568165129015
5;1350;23;296;0.04990988;0.112559296;0.1878627;5.3149595;2500;0.2890173026243777
5;1350;106;184;0.09650278;0.14943682;0.15358229;4.215203;2500;0.19470619975186437
5;1350;288;915;0.09182157;0.103311285;0.18367866;17.221968;2500;0.28742176776352013
5;1350;157;860;0.044946533;0.13686731;0.21741806;18.573397;2500;0.3331439067395788
5;1350;248;234;0.03895197;0.20526026;0.20492317;4.3267174;2500;0.2645747527302772
5;1350;47;648;0.024013119;0.191093;0.2149881;11.987676;2500;0.2921721753871786
5;1350;87;919;0.036726445;0.122952014;0.124178015;9.230824;2500;0.1517573908800149
5;1350;284;1136;0.083342426;0.19000901;0.10455453;8.150768;2500;0.09014979835338484
5;1350;121;222;0.08742122;0.10249718;0.23075911;19.108797;2500;0.39092218621807
5;1350;198;372;0.045289;0.19744255;0.16772828;1.8700712;2500;0.19784818747989869
5;1350;293;424;0.09958394;0.14182016;0.19535123;19.519176;2500;0.2833989587869264
5;1350;169;753;0.046318147;0.112106025;0.11094137;7.0350337;2500;0.1318660892492136
5;1350;98;172;0.13392426;0.16567321;0.20615837;11.820786;2500;0.28986926904014676
5;1350;164;240;0.09668043;0.12046865;0.11524868;18.69511;2500;0.1358393413391322
5;1350;25;938;0.08011002;0.10069348;0.21810117;13.25771;2500;0.36465605885364444
5;1350;42;655;0.05614913;0.15936303;0.1091077;15.574698;2500;0.10779534018551604
5;1350;12;200;0.057345644;0.18311365;0.11248009;2.8395243;2500;0.10533444812926884
5;1350;266;472;0.02752072;0.12293524;0.15149504;11.826601;2500;0.2059846588173182
5;1350;204;170;0.037321296;0.15769874;0.13180314;6.9018908;2500;0.14925377043560106
5;1350;96;441;0.079848856;0.15060069;0.24766725;8.969552;2500;0.38684217509406427
5;1350;74;486;0.12321638;0.13095516;0.16769809;5.5112853;2500;0.2338129366447321
5;1350;208;143;0.067448154;0.12954776;0.17032629;12.69768;2500;0.24010718540435244
5;1350;276;81;0.055790033;0.1547964;0.106971726;11.18222;2500;0.10575548858666203
5;1350;96;1059;0.036081586;0.14710268;0.17370866;3.437243;2500;0.23586954478483482
5;1350;103;1066;0.06997698;0.12397907;0.10959275;14.8580065;2500;0.12340014441552738
5;1350;257;13;0.04666678;0.20643684;0.194217;6.4033914;2500;0.243408968348345
5;1350;269;773;0.027551023;0.17303826;0.24723376;12.14586;2500;0.36941268923021864
5;1350;275;121;0.02637603;0.1655669;0.14943688;17.498676;2500;0.17853047571513833
5;1350;95;974;0.085740745;0.10904324;0.22120628;8.555643;2500;0.36398401548157167
5;1350;44;1056;0.061176155;0.18072028;0.24482527;13.153365;2500;0.3591409481243618
5;1350;137;743;0.111474164;0.12264835;0.24519493;17.382187;2500;0.40446279542494756
5;1350;95;739;0.063035525;0.14799967;0.21188846;12.824065;2500;0.31342773678379615
5;1350;266;452;0.092210144;0.1526373;0.2304973;19.677448;2500;0.3490157994524744
5;1350;20;306;0.10615261;0.14026655;0.15271841;2.545109;2500;0.19809034737916784
5;1350;193;604;0.06835385;0.08361259;0.18757829;7.892211;2500;0.3130671119866351
5;1350;272;169;0.0331457;0.16771322;0.19943291;14.349216;2500;0.2750177579609631
5;1350;293;809;0.03484059;0.15180275;0.13260604;10.27826;2500;0.15344247597270028
5;1350;198;569;0.043908976;0.23045924;0.14701177;5.9109173;2500;0.14790030727374168
5;1350;285;221;0.05322782;0.1380876;0.1542143;7.3590508;2500;0.20230011841152706
5;1350;31;710;0.032013025;0.16558139;0.109855816;14.760247;2500;0.10684557331976655
5;1350;114;956;0.08312036;0.14754775;0.16848238;15.942045;2500;0.2251463981304201
5;1350;12;710;0.05689728;0.1752126;0.21750228;13.05974;2500;0.30685435737155525
5;1350;294;640;0.13191909;0.13972694;0.19746724;17.886097;2500;0.2892266015449801
5;1350;271;1018;0.08882079;0.11936845;0.19377021;10.911427;2500;0.2963217458604713
5;1350;18;22;0.074892774;0.11728187;0.19088762;16.64994;2500;0.29179981966034935
5;1350;15;743;0.0905807;0.15065579;0.10337931;3.038229;2500;0.10101839245176615
5;1350;116;497;0.030031152;0.22921099;0.1004944;19.728071;2500;0.07392396460903469
5;1350;84;240;0.039894063;0.25899556;0.125368;17.617043;2500;0.10442408441212452
5;1350;255;1175;0.06623156;0.17651324;0.23699461;17.975681;2500;0.34583938503506323
5;1350;56;490;0.10417546;0.11943459;0.228568;17.725773;2500;0.3710348104981821
5;1350;239;408;0.02338844;0.14657176;0.18651898;17.003254;2500;0.26211722602261994
5;1350;170;211;0.07989094;0.21814752;0.15781063;2.6180928;2500;0.17114125802031974
5;1350;119;1197;0.10553928;0.14720948;0.24454261;18.296774;2500;0.38281933122297435
5;1350;52;1028;0.039829116;0.1349235;0.10989794;4.207394;2500;0.11899615664231994
5;1350;299;93;0.10329106;0.11566054;0.11456802;17.48846;2500;0.1370080543984109
5;1350;189;683;0.110909395;0.12313596;0.19315207;11.61175;2500;0.29215913888006634
5;1350;137;185;0.02241298;0.16011861;0.18212767;6.3750014;2500;0.24493160075473702
5;1350;117;861;0.090061635;0.1698106;0.24719492;6.981827;2500;0.37161035391559655
5;1350;272;586;0.03916965;0.20838098;0.22038116;6.1251683;2500;0.29299521339657053
5;1350;248;141;0.05115196;0.13391015;0.24073285;14.781371;2500;0.38526846329274284
5;1350;245;672;0.13703108;0.16143239;0.20825495;14.977034;2500;0.2968566716780268
5;1350;188;1093;0.037808113;0.25449216;0.23902752;9.124606;2500;0.30481727298751166
5;1350;267;416;0.0901578;0.09967037;0.20302056;9.120315;2500;0.33247435733583625
5;1350;96;70;0.107656665;0.10861515;0.17885165;5.05312;2500;0.27288873455647034
5;1350;214;1134;0.10462022;0.17959797;0.18700513;8.564981;2500;0.2435109825603425
5;1350;127;178;0.05115584;0.15978853;0.23518135;13.591104;2500;0.3536624580368871
5;1350;183;575;0.05876339;0.2344597;0.115699716;12.87975;2500;0.09569877041019062
5;1350;299;658;0.049164444;0.13089669;0.18480724;3.4667234;2500;0.2690774655847128
5;1350;295;292;0.044461835;0.21414149;0.15883948;14.897493;2500;0.1745470349123807
5;1350;158;221;0.02591742;0.2140085;0.19944294;19.805557;2500;0.24959163164696269
5;1350;176;144;0.025260242;0.17666748;0.19056839;16.407293;2500;0.25212557766894833
5;1350;270;93;0.09415897;0.1635099;0.15994263;1.1505632;2500;0.19958057712026592
5;1350;295;614;0.016638638;0.13699295;0.20339656;16.620232;2500;0.30352867966867086
5;1350;235;1012;0.04072666;0.14390382;0.18039818;1.5698793;2500;0.2513690221606219
5;1350;28;160;0.07010705;0.11908729;0.12812094;3.55105;2500;0.16157557293461194
5;1350;103;843;0.028480602;0.13913995;0.19570895;5.6078563;2500;0.2859840948756295
5;1350;270;501;0.036123108;0.11897106;0.104001835;10.3492565;2500;0.11527902946279557
5;1350;232;51;0.022846544;0.18009558;0.22344796;17.04774;2500;0.31583065742871236
5;1350;225;647;0.026491808;0.15624939;0.2359729;16.466814;2500;0.3578792234229154
5;1350;203;309;0.032349598;0.13758044;0.11169079;8.076228;2500;0.12112468649731097
5;1350;130;730;0.026121214;0.14747539;0.13851704;10.005141;2500;0.1666923105163553
5;1350;126;425;0.07912043;0.19481954;0.119022585;4.2372217;2500;0.1124937325843401
5;1350;244;803;0.024763253;0.13947217;0.2157741;19.086008;2500;0.32772219084706417
5;1350;95;1103;0.05745652;0.20127177;0.11065766;6.190142;2500;0.09674394436675972
5;1350;208;301;0.0615658;0.096527375;0.18116653;4.894292;2500;0.2876059696166191
5;1350;220;1128;0.056434687;0.09966012;0.1582318;19.762623;2500;0.23597303382950324
5;1350;254;253;0.054776315;0.16156015;0.21263021;5.0218205;2500;0.3057284511111716
5;1350;102;94;0.09792541;0.109352544;0.19586971;4.451604;2500;0.308733703600591
5;1350;225;239;0.09619711;0.13566518;0.1816282;19.674522;2500;0.2592556138666838
5;1350;40;979;0.08756794;0.16782852;0.17552446;2.4548123;2500;0.22751538779149844
5;1350;50;816;0.053973008;0.1424986;0.21625319;1.6299788;2500;0.32650091421463895
5;1350;131;1165;0.02221857;0.15694253;0.17158236;9.662002;2500;0.22585147096479016
5;1350;26;854;0.07246771;0.2008498;0.162971;6.636528;2500;0.1875576148716317
5;1350;284;501;0.055603758;0.11919228;0.1037976;17.530615;2500;0.11479403440837989
5;1350;271;1071;0.13391468;0.13585322;0.14028363;14.964393;2500;0.1761459609896913
5;1350;24;1150;0.114427544;0.123644486;0.15548019;11.272209;2500;0.2136223078653884
5;1350;253;952;0.028021483;0.16538401;0.18681352;1.191119;2500;0.2511698904538446
5;1350;157;672;0.09693445;0.1002044;0.2009805;6.045324;2500;0.3275470758827066
5;1350;213;992;0.082617514;0.12297691;0.24440442;17.919527;2500;0.4024518209703002
5;1350;267;223;0.08896704;0.14969493;0.14150408;5.7180815;2500;0.17127811101028026
5;1350;177;1081;0.1370172;0.15992682;0.18166226;1.5261499;2500;0.24411738879648412
5;1350;43;1199;0.045484807;0.15225615;0.21340585;5.389548;2500;0.3136140024449329
5;1350;10;801;0.075651616;0.21562855;0.14657834;15.375428;2500;0.15238131230393787
5;1350;154;243;0.08105434;0.09971768;0.18227914;17.33473;2500;0.28735219184505767
5;1350;285;181;0.02363865;0.14330506;0.1627815;6.4199834;2500;0.21628573407666543
5;1350;176;1151;0.088172525;0.14164454;0.15958737;5.4123335;2500;0.21090280640591344
5;1350;118;1046;0.1256831;0.17078903;0.10940224;16.91167;2500;0.10425227835282386
5;1350;18;900;0.10112483;0.12160474;0.10363547;4.7283435;2500;0.11338017230427329
5;1350;275;1139;0.05066827;0.21931899;0.14430515;7.90295;2500;0.14713104362541674
5;1350;104;609;0.08210151;0.13878043;0.23684326;8.231649;2500;0.372999079256879
5;1350;214;1066;0.037264735;0.24023554;0.12891585;8.524166;2500;0.11496856999485754
5;1350;211;203;0.1208332;0.15107791;0.10945013;2.4253488;2500;0.11152825256048415
5;1350;83;227;0.074037276;0.17889161;0.19303155;17.032345;2500;0.2557237135816861
5;1350;28;619;0.08472812;0.15758346;0.24378136;5.0856495;2500;0.3733262058076629
5;1350;121;405;0.10032271;0.12739871;0.10857513;7.9715996;2500;0.11991333591678864
5;1350;101;524;0.088761374;0.20475246;0.2118185;13.109013;2500;0.27824085850894265
5;1350;213;959;0.07089117;0.16271581;0.11627497;16.268768;2500;0.11910171205446433
5;1350;247;73;0.05733563;0.14323507;0.12029998;12.154428;2500;0.13447650869347375
5;1350;74;867;0.096071355;0.18626122;0.2404125;7.8714237;2500;0.3464142156777279
5;1350;163;114;0.09634742;0.15265782;0.20518148;1.1005415;2500;0.29634643415522954
5;1350;21;1018;0.09864808;0.13507788;0.18389502;10.40668;2500;0.2643207978073381
5;1350;72;250;0.028240632;0.22408497;0.124697655;11.682606;2500;0.11281506397520874
5;1350;230;884;0.04840378;0.15392704;0.1838582;7.830397;2500;0.2521127868002967
5;1350;240;714;0.058186278;0.1549417;0.10934075;12.960552;2500;0.10985187616391573
5;1350;235;468;0.02501376;0.15432546;0.15916458;15.968913;2500;0.20293727279190554
5;1350;51;328;0.1114817;0.16677141;0.20566759;1.6754937;2500;0.28818250873566315
5;1350;169;78;0.07723774;0.17260107;0.18524896;16.417288;2500;0.2439412193861072
5;1350;132;430;0.027570007;0.24606925;0.20127475;12.2191305;2500;0.2380708715994524
5;1350;297;248;0.06966667;0.12794192;0.11737626;7.185337;2500;0.13617060172741782
5;1350;199;171;0.07052139;0.2287942;0.21378973;14.18358;2500;0.26955035547272654
5;1350;281;888;0.0795478;0.124033734;0.24344236;14.373255;2500;0.39943933672790355
5;1350;52;262;0.034901034;0.16815592;0.23612885;15.40058;2500;0.34974294819484036
5;1350;140;275;0.029551813;0.2645435;0.113190204;8.840787;2500;0.08485894780479597
5;1350;233;415;0.033447925;0.21481182;0.11478937;11.95262;2500;0.09952393451454188
5;1350;116;560;0.080090925;0.20992544;0.17700478;10.051395;2500;0.2093910994487309
5;1350;193;621;0.09719469;0.1462766;0.17860915;7.914766;2500;0.24624996767883503
5;1350;158;800;0.063862935;0.12310828;0.22856894;3.4557388;2500;0.36794136048543546
5;1350;297;710;0.022109924;0.18650055;0.15533166;18.461609;2500;0.17983135651740886
5;1350;60;583;0.09386856;0.18496828;0.17717157;3.4205894;2500;0.22165732153487355
5;1350;281;478;0.065432675;0.15798661;0.13055465;13.32499;2500;0.14682220622135495
5;1350;126;326;0.10731145;0.1490355;0.24198914;8.598737;2500;0.37597812486779675
5;1350;145;854;0.03546243;0.13951689;0.118138485;16.606964;2500;0.13215205060544402
5;1350;163;387;0.081376776;0.12858851;0.23561098;9.955888;2500;0.3786034363665415
5;1350;86;1021;0.09731943;0.17859913;0.23360261;4.542825;2500;0.3374909385339882
5;1350;289;707;0.101669095;0.18948247;0.107572064;3.8628309;2500;0.09520665008850815
5;1350;274;764;0.05208915;0.14655595;0.21631262;8.439229;2500;0.32368501454995996
5;1350;292;615;0.018492525;0.1573934;0.15062855;11.16305;2500;0.18483486808069535
5;1350;299;1114;0.026873535;0.12663959;0.13370581;12.95894;2500;0.1683343138026437
5;1350;204;511;0.0740184;0.09508928;0.16036583;17.127954;2500;0.2440299307489601
5;1350;140;518;0.09547429;0.1798759;0.2385899;8.11202;2500;0.346876396242656
5;1350;256;1072;0.07233067;0.14602192;0.1598357;15.842928;2500;0.2088696615285638
5;1350;16;729;0.060113963;0.13362926;0.1364057;5.2713394;2500;0.16979568450178928
5;1350;251;544;0.034831155;0.23151787;0.17868906;17.68689;2500;0.20313087954650644
5;1350;154;321;0.064313255;0.20470363;0.16144332;2.8490393;2500;0.18311476373878063
5;1350;205;301;0.07103529;0.13328877;0.102851875;16.272177;2500;0.1068639750398389
5;1350;118;963;0.042843528;0.24236162;0.12794441;6.0933723;2500;0.11282581828328543
5;1350;116;342;0.102797754;0.1166691;0.10258469;13.477767;2500;0.11370469874331944
5;1350;19;16;0.024416026;0.16476865;0.17832914;11.334639;2500;0.234724294018087
5;1350;132;33;0.10598198;0.1789814;0.19619904;11.984301;2500;0.261921703808529
5;1350;128;1174;0.038133316;0.13480942;0.20774975;19.628233;2500;0.31426639246106536
5;1350;75;676;0.13336991;0.16602163;0.13118538;12.37109;2500;0.1444934830506761
5;1350;81;591;0.10423259;0.13775526;0.22075212;5.0881696;2500;0.33953258360739963
5;1350;179;1102;0.067023136;0.22027896;0.16165546;8.800086;2500;0.17713325092600551
5;1350;102;428;0.05036788;0.12645748;0.10737717;2.837103;2500;0.11811765607793123
5;1350;250;956;0.10077541;0.10759128;0.23915467;7.373207;2500;0.4047370543325223
5;1350;42;868;0.09642392;0.18456374;0.20401658;6.5661645;2500;0.2741881808860896
5;1350;177;577;0.028218128;0.24734703;0.1843832;13.229838;2500;0.20691464802054851
5;1350;56;931;0.11537054;0.16540712;0.106032014;18.363253;2500;0.10035293391818544
5;1350;163;1159;0.046965756;0.14510311;0.10209634;6.3466535;2500;0.10084400955675663
5;1350;170;248;0.051036566;0.19160612;0.18472524;17.104025;2500;0.23275249031449383
5;1350;196;30;0.09022448;0.11821531;0.23181805;17.64535;2500;0.37914625267478846
5;1350;133;987;0.09648472;0.10163144;0.1971191;13.020118;2500;0.3178971584420722
5;1350;157;490;0.028460443;0.19955869;0.10083121;14.278142;2500;0.08159545077994426
5;1350;62;657;0.06589469;0.19136325;0.19570294;16.166391;2500;0.2540876852405887
5;1350;144;274;0.048262913;0.17951477;0.15229128;8.071301;2500;0.17735001174698095
5;1350;118;1011;0.08473853;0.09983616;0.11830465;19.742916;2500;0.1533026516022047
5;1350;203;868;0.121213526;0.14991036;0.22173344;8.254087;2500;0.33261830130900194
5;1350;136;1144;0.13659999;0.16006832;0.18646769;2.6123388;2500;0.25362913829473965
5;1350;236;575;0.023931572;0.18050021;0.20863439;14.924183;2500;0.2857538300865671
5;1350;133;1172;0.033298727;0.2440892;0.124759875;7.3647194;2500;0.10732351105957122
5;1350;78;617;0.08962201;0.18995738;0.11741898;1.5269837;2500;0.11139164198791955
5;1350;89;749;0.03153079;0.1575474;0.17717649;4.4023027;2500;0.23658621130125315
5;1350;23;812;0.037106656;0.21868943;0.17918037;8.017458;2500;0.20950102768390028
5;1350;166;592;0.059357245;0.23140533;0.18730804;5.0425253;2500;0.2188561721989797
5;1350;250;679;0.10015313;0.16082527;0.21163508;3.5915575;2500;0.3041728356014936
5;1350;233;275;0.056959428;0.09754384;0.19953963;4.0888357;2500;0.32673693494349726
5;1350;136;441;0.09965914;0.14101875;0.20143843;12.90345;2500;0.296579434083946
5;1350;66;845;0.03337294;0.23339477;0.12624972;3.439172;2500;0.11263106178484644
5;1350;260;56;0.098681726;0.14403875;0.1627162;15.883035;2500;0.2157254705699664
5;1350;26;843;0.045714162;0.10859681;0.18999663;16.99316;2500;0.2967217871955564
5;1350;125;371;0.03783899;0.13018636;0.17779662;14.746186;2500;0.255049664188541
5;1350;258;333;0.09299448;0.17724888;0.1456352;5.657497;2500;0.16606807849747537
5;1350;124;835;0.093705416;0.1295026;0.24164048;11.952106;2500;0.39087710915572255
5;1350;44;265;0.04157274;0.25212377;0.121028855;2.1599545;2500;0.09947045881691156
5;1350;87;1154;0.08976296;0.122484274;0.24619497;18.911236;2500;0.40678957914452
5;1350;184;1188;0.08956683;0.18368942;0.21730931;1.1400396;2500;0.30121666165359007
5;1350;54;555;0.054056063;0.10126781;0.18942672;5.2086678;2500;0.30151339443851344
5;1350;199;487;0.124705054;0.15144716;0.119120754;2.576845;2500;0.12873470839781254
5;1350;137;104;0.10708034;0.17177832;0.18458614;19.899645;2500;0.24309882768160546
5;1350;106;936;0.068119384;0.13619198;0.11319091;1.7733402;2500;0.1244948189708709
5;1350;79;203;0.046042114;0.1503757;0.23978914;1.0327109;2500;0.3702920538654483
5;1350;248;1120;0.08712739;0.19935894;0.14284082;2.9121928;2500;0.15192550800508403
5;1350;125;1188;0.11589567;0.15076004;0.15992734;17.743767;2500;0.20638463603731363
5;1350;224;155;0.11942499;0.12026733;0.19551611;8.613967;2500;0.29934028750826064
5;1350;137;822;0.086710885;0.12874085;0.102811806;18.949759;2500;0.1087080878497995
5;1350;36;564;0.11933286;0.16748013;0.18129086;19.230349;2500;0.2390298384259852
5;1350;137;653;0.09953065;0.16255268;0.20722575;14.795972;2500;0.29403142926081643
5;1350;157;223;0.08645111;0.12607427;0.13108969;4.2085166;2500;0.16352692449737133
5;1350;142;870;0.044289112;0.1802189;0.12310158;19.450527;2500;0.12450363348233053
5;1350;246;208;0.044409566;0.12035518;0.17314759;9.325667;2500;0.25220610206752075
5;1350;274;1063;0.087567195;0.18404455;0.18048376;9.825765;2500;0.22849250829033085
5;1350;238;550;0.088342495;0.18791285;0.16585828;13.099707;2500;0.19877192432161972
5;1350;179;765;0.06891552;0.13443081;0.14434107;14.606082;2500;0.18487733720356522
5;1350;167;1106;0.096144415;0.10030364;0.16147473;19.287336;2500;0.24235529089826005
5;1350;196;888;0.083043456;0.10479167;0.14684395;19.447468;2500;0.20839815278467155
5;1350;93;653;0.07588756;0.10013124;0.13744922;8.858574;2500;0.19214855537996003
5;1350;245;489;0.12625973;0.16590801;0.17081718;3.700327;2500;0.21937325417924242
5;1350;258;559;0.110115476;0.15373954;0.15934666;18.396255;2500;0.2036106039936535
5;1350;87;416;0.07991552;0.1350953;0.1653087;3.2603006;2500;0.22633003578744454
5;1350;271;1135;0.03374091;0.13278466;0.100034654;11.50065;2500;0.10199984890037454
5;1350;256;310;0.075597085;0.095318474;0.20390552;4.1576405;2500;0.3383081689964531
5;1350;133;497;0.05434366;0.2021246;0.10703117;7.8070097;2500;0.09068744173526969
5;1350;273;936;0.070372194;0.11008996;0.13100526;11.06495;2500;0.17258400175482197
5;1350;44;443;0.029193634;0.17298746;0.22051777;14.3949585;2500;0.3144041455020848
5;1350;18;1065;0.09361687;0.19993447;0.24762273;19.529076;2500;0.35233737352797073
5;1350;110;299;0.053963177;0.18321651;0.24872166;18.453337;2500;0.3654897664527204
5;1350;173;47;0.10355941;0.16769269;0.18883455;10.888469;2500;0.2538396364395112
5;1350;111;758;0.07320633;0.09237587;0.13891217;6.9360094;2500;0.20065337510763726
5;1350;283;614;0.02119522;0.17836271;0.22522508;11.202092;2500;0.32054094799032645
5;1350;83;1120;0.041436672;0.2429044;0.1975489;7.966695;2500;0.23261759209038924
5;1350;91;513;0.12769379;0.14387567;0.24792914;9.730289;2500;0.392678195648187
5;1350;194;171;0.050594047;0.20792346;0.1823653;18.37277;2500;0.22029497355595706
5;1350;11;402;0.0934146;0.14469615;0.17892571;10.770756;2500;0.24788003235642728
5;1350;220;477;0.080898486;0.109442525;0.10656927;1.791389;2500;0.12482590521071688
5;1350;119;703;0.09422989;0.1435922;0.12916034;13.996982;2500;0.15085943676020422
5;1350;293;336;0.017785626;0.13982837;0.20003825;6.3385487;2500;0.2945008877974853
5;1350;210;664;0.071086146;0.10925799;0.24906589;5.0632057;2500;0.42509540175917904
5;1350;25;1090;0.1103692;0.1173706;0.17134388;15.563596;2500;0.25055844886151096
5;1350;36;514;0.037201006;0.11309559;0.10436421;4.1454763;2500;0.11877617195610915
5;1350;35;785;0.07099512;0.113838896;0.15993029;12.576269;2500;0.2292809028591356
5;1350;286;282;0.03639742;0.13643979;0.11894683;16.526;2500;0.13507153534692937
5;1350;208;963;0.10070802;0.10111889;0.24395792;6.7104764;2500;0.4215133051672379
5;1350;134;330;0.051105462;0.22764751;0.121196814;9.972498;2500;0.10616401506510653
5;1350;68;699;0.06491519;0.22719768;0.11767925;11.975159;2500;0.10070457878204254
5;1350;263;367;0.029213065;0.14554569;0.16866447;13.180997;2500;0.22669893876278807
5;1350;68;90;0.08901979;0.095641404;0.18128699;19.466658;2500;0.28861387948757106
