[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-]
287;636;0.13523272;0.14428836;0.17936757;19.43499;2500;1.8384995;0.7466769;1.1042813;1.2256643;1.4143229;0.7083497;1.707332;0.7257843;1.5642025;0.8591889;1.5044485;0.77131;1.1692638;1.1827664;0.24903297720622022
179;881;0.030646652;0.23336485;0.14029221;2.0480988;2500;1.5887079;0.8045165;1.8226357;0.85914063;1.0209466;1.2446787;1.4503359;1.2219989;1.3257604;0.93261886;1.1429749;1.043214;1.3711728;0.73295206;0.13562302053682906
206;87;0.049195327;0.14504783;0.17377242;9.5560255;2500;1.9247842;0.78817147;1.3444953;0.75902116;1.4754437;0.7546209;1.3441547;0.8655601;0.96097994;1.129805;1.4724888;0.86179787;1.9338332;0.78412956;0.2372513661401887
164;944;0.04168462;0.2158015;0.17663051;4.474846;2500;1.4892608;0.78257567;1.9908265;1.2444872;0.9773867;1.1908505;1.9069763;1.0046902;0.81642556;1.235131;1.3530399;0.8334221;1.8650129;1.1545602;0.20608444112115934
243;346;0.111368984;0.14973676;0.19081415;1.4182799;2500;1.3920916;1.0751264;1.5322542;0.86488724;1.8025141;1.144276;1.5398415;1.0672663;1.4168376;0.71389526;0.9960464;0.76952696;1.2412412;0.9591499;0.2688336030020077
269;990;0.05740254;0.1392869;0.19000599;15.785112;2500;1.7425689;0.7219242;0.99187076;1.2932824;0.95438457;1.0388154;1.8387102;0.83577585;1.0703089;0.9852823;1.7930003;0.95469433;1.8509502;1.067435;0.2740803194207031
120;509;0.06544627;0.12261407;0.15961842;15.395307;2500;1.0559467;1.1039788;1.6986645;1.2149688;1.7691362;1.1795168;1.135225;0.70329297;1.9396628;0.92876846;1.4246075;0.7068774;1.1717271;1.166598;0.22272918109740744
210;61;0.092770495;0.18074368;0.15989676;18.749876;2500;1.5613862;1.1042836;1.5325356;1.0970768;0.8839337;1.0700756;1.2105963;0.95843;1.064216;1.1900918;1.043746;0.79894376;1.7985022;1.2352394;0.19097252908317733
76;1157;0.033129066;0.2185609;0.2599507;12.177839;2500;1.280477;0.8196596;0.94207984;1.2334245;1.9054419;1.0150527;0.8548098;1.2495724;1.0024612;1.1689881;1.2769548;0.9721604;0.8321528;0.890614;0.36568067712323565
199;938;0.1078958;0.15304019;0.23260586;5.8601313;2500;0.9608168;0.9838317;0.8820872;1.1889356;1.8118535;0.7352129;0.99906474;0.9423808;0.9752033;1.2573858;1.1105052;1.1558695;1.4631988;0.90908104;0.35315120407263095
125;423;0.08445389;0.11250441;0.23587926;7.8967013;2500;1.1815766;0.8056307;1.7896147;1.0937598;1.6358728;0.78798085;0.92480165;1.1317407;1.5983758;1.1105955;1.6811565;0.90526766;1.480656;0.7012772;0.3930485199917284
11;331;0.088600606;0.16972849;0.13810334;12.48683;2500;1.558902;0.8788886;1.3849349;1.0506858;1.6027743;1.1229717;1.1502558;1.1363007;1.3039002;1.280526;1.4913353;0.87767637;0.9493723;1.0759188;0.15553349547629858
287;710;0.054612387;0.20253359;0.2983724;12.947034;2500;1.9301714;1.1668098;1.6324712;1.143192;1.2700282;1.1132345;1.3689089;1.2401174;0.9607985;1.2997984;0.8926877;0.82464653;1.5523856;0.9016521;0.45518245023806525
261;1184;0.07792393;0.1220673;0.117385335;1.8092589;2500;1.4623953;1.0038997;1.4011762;0.8136948;1.9950854;1.1101112;1.2918042;1.1895658;0.8847886;1.079398;0.81593275;1.1263034;1.6264466;1.1189691;0.13911931131060412
94;355;0.07246698;0.11810204;0.23650578;18.303562;2500;1.2955458;1.2788211;1.7932317;1.0963566;0.8051134;1.1121839;1.4123445;0.96701175;1.7595512;0.7212776;1.5126811;0.75729483;1.3163514;0.7365927;0.38946542255020006
299;1138;0.09984313;0.1148661;0.24868335;18.595127;2500;1.8739474;1.2629234;0.99353564;0.73480874;0.85693824;1.0361121;0.99854684;0.90930206;1.2808788;0.86159414;1.4926338;1.0951606;1.3656012;1.0078043;0.41905798652881127
101;403;0.038329616;0.22253422;0.1534352;16.171717;2500;1.0390507;0.8300413;0.9332381;1.2241623;1.6618993;1.1233207;1.8058228;1.1658573;1.388822;0.85984695;1.5679089;0.82227933;1.6772612;0.7735225;0.16178466190471932
143;847;0.08305963;0.09597849;0.11541844;5.746284;2500;0.8973687;1.1878399;1.267037;1.1222857;1.5162194;0.98119897;1.2143201;0.8497772;1.1017712;1.1668904;1.5787557;0.91457814;0.97946215;0.99222606;0.14985529445876442
256;464;0.12787029;0.15326907;0.24748078;7.613557;2500;1.1877822;0.90528244;1.4235462;0.7744399;1.1111832;0.9452498;1.7999808;1.0519881;1.0221609;1.1225338;1.4844031;0.81183326;1.7234732;0.912819;0.384396358646984
98;111;0.04123788;0.14705352;0.21311288;14.34606;2500;0.9047262;0.930065;1.5436002;1.2781043;1.2642446;0.7217147;1.2562809;0.7342092;0.89000154;0.8457943;1.1581254;0.75289613;0.9040811;0.7434308;0.31664627602373324
140;1124;0.10664701;0.16929805;0.2931255;6.809028;2500;1.3034366;1.0573376;1.0833124;1.2760828;1.518574;1.1559532;1.2841918;0.8129361;0.8112971;0.8050006;1.1329353;0.88871956;0.99863094;0.9805036;0.4692187494438117
203;205;0.03562493;0.13774651;0.24553752;8.36715;2500;1.0893393;1.0025575;1.709364;1.0395831;1.2948738;0.92277265;1.2450631;0.89252293;1.5561194;0.8915196;1.844086;0.9251336;1.6668284;0.74609375;0.39248034633686224
47;1134;0.050627727;0.21028839;0.28593653;13.696729;2500;1.0250654;1.2612475;1.6824201;0.7040526;0.87475884;1.2373291;1.2629669;1.1973923;0.9967358;0.8127882;1.7324058;0.93982995;1.8775009;0.8203342;0.4239481763401525
132;132;0.08352228;0.15068695;0.2268592;1.6462737;2500;1.0310451;1.2433825;1.3889475;1.2195475;0.8427246;0.90139544;1.6327603;0.721146;1.7416519;1.2870944;1.689574;0.92002046;1.480759;1.0463008;0.3427992082729764
99;327;0.029909585;0.21930926;0.19960214;3.6189582;2500;1.0986532;0.9686899;1.3665552;1.2401055;1.3324524;1.0038787;1.3101137;0.9166638;0.80707794;0.7812956;1.8780968;0.88749164;1.1281137;0.96390194;0.24729493775100125
206;1105;0.041039605;0.25508088;0.28894693;1.6839479;2500;1.4480567;1.1960577;1.6615407;0.7831761;1.3692789;1.192003;1.3613393;0.91271013;1.0346615;0.9977859;1.1535239;0.7131149;1.2127429;1.1979895;0.4018488362880587
49;793;0.057478733;0.10040496;0.26376927;6.0482526;2500;0.80204844;1.2483335;1.9968679;0.988228;1.602028;1.2567431;1.4017571;1.2840222;1.6144978;1.0298468;0.8142006;1.2964473;1.8682528;0.75885135;0.46648374943420223
77;235;0.08286602;0.08950303;0.10701064;10.140689;2500;1.5404382;1.1342901;1.2541727;1.25906;1.9811484;1.2009931;1.9807215;1.000728;1.6590316;1.1460735;1.1885859;1.1621313;1.3549992;0.7702123;0.13689790329751492
216;714;0.018390115;0.1434726;0.2166096;17.037737;2500;1.6447685;1.1187524;1.1291203;1.2063787;0.8939509;1.177328;0.9586576;0.9689449;1.0627627;0.9737585;1.28966;1.2541345;1.8457911;1.0393524;0.3265380632052694
55;224;0.024884216;0.20306133;0.12988335;4.399335;2500;1.6578043;1.038521;1.3765659;1.2726761;1.1359807;0.84389853;1.9273188;0.84339803;0.95160466;0.9869653;1.6522799;0.9997405;1.7834473;1.0233771;0.12809761497581978
132;1050;0.035130046;0.23529103;0.28959703;7.7805142;2500;1.4092928;1.1153562;1.0949363;1.126935;1.4984992;0.735596;1.5821141;0.95454884;1.9173448;1.2328938;1.3323818;1.178489;1.1303958;0.8188293;0.41515239110299523
216;69;0.015927715;0.142296;0.23517555;1.1791753;2500;1.357075;0.7889541;0.87186486;0.8527924;1.2174032;0.8992583;1.0660483;0.9076429;1.4407849;1.0311042;1.5670081;1.2613827;0.9091824;0.72608614;0.36668580932407846
231;640;0.12580182;0.14110918;0.19026972;9.805417;2500;1.5221584;0.8236516;1.9438478;1.1269732;1.1545696;0.82428426;1.9482783;1.2745093;0.9406424;0.98562974;1.3068713;0.9390821;1.5996886;1.0657078;0.27339402136785923
37;85;0.062255554;0.15270281;0.29197425;1.4812013;2500;1.158763;0.9206326;1.2226295;0.9589856;1.1686891;1.1967603;1.172898;0.8161336;1.271827;1.2501903;0.9477548;1.1914618;1.4723072;1.1581883;0.4804116856939702
257;837;0.10974277;0.18147151;0.16727033;7.123688;2500;0.93741566;1.2660404;1.4127302;1.123112;1.058079;1.2830907;1.4069029;1.0716381;1.8073746;1.1599883;1.2611276;1.1370379;1.7821227;1.1161448;0.20453284186875698
219;1123;0.05528463;0.1521198;0.18882923;16.786001;2500;1.4099085;0.8792154;0.92366785;0.98490804;1.5398941;0.7435009;1.0231702;0.793066;1.2297413;0.76961523;1.2220619;0.8626415;1.4974306;1.29339;0.2632788715366363
108;998;0.1485168;0.1491729;0.17981204;18.784895;2500;1.8405765;0.7772118;1.682893;1.2115206;1.5607556;1.1251141;1.1003969;0.8465628;0.9991128;0.72748876;0.9687211;1.0174295;1.4395729;1.2344651;0.24688336149380788
231;452;0.068169236;0.16530901;0.12637295;7.977648;2500;1.3833807;0.97774804;1.3769009;1.0675267;1.6483136;1.1298043;1.9275625;1.2967156;1.2465913;1.1547595;1.1662005;0.98060083;1.979805;1.1592046;0.13608014900133195
221;291;0.14199787;0.15650113;0.12997743;6.3776054;2500;1.1354984;0.9035699;1.0133525;0.9273798;0.9591763;0.74064445;1.1995898;0.8887169;1.881128;0.9632601;1.7509574;0.7911853;1.9522716;0.93825114;0.14641792115233163
184;154;0.0880837;0.15669918;0.21820135;15.412157;2500;1.0535688;1.2942934;1.1171669;0.86041576;1.015841;1.145572;1.714016;1.0367004;1.6645424;1.1813688;1.6168115;1.0199953;0.8054214;1.2116284;0.3204882774513997
171;1049;0.09675347;0.1051969;0.11390582;14.261386;2500;0.87937695;0.9322666;1.5391325;1.1351887;1.9962616;1.2905024;1.672111;0.87247187;1.4217252;1.2198267;1.1878829;1.2963233;1.2931894;0.9308244;0.14140449004398858
223;106;0.0806277;0.18988359;0.28621665;8.183969;2500;1.9096771;1.0378686;1.8346679;1.2267102;1.0952647;0.8451839;0.8488875;0.73770374;1.9812433;1.1354735;0.8042556;1.2255344;1.3537308;1.0927192;0.4388523542570367
299;758;0.10071598;0.12232804;0.16552843;18.201767;2500;1.1932622;1.2792941;0.9297405;1.2645415;1.5352696;0.96383446;0.93755233;1.0927689;1.1865226;1.0561486;1.343076;0.81813544;1.3616592;1.2433245;0.23505736847563255
177;447;0.045851737;0.15046947;0.1641928;9.619987;2500;1.8777947;1.2346238;1.0261326;1.240629;0.9046618;0.8776782;1.3475535;1.1696779;1.4815681;1.2716384;1.8410032;1.2550486;0.95598763;1.1276705;0.21494270338927618
244;1194;0.08082341;0.1409269;0.12793615;18.781786;2500;1.9340482;1.2416104;1.8357455;0.7162454;1.6878067;1.1429707;1.4734552;1.0705047;1.3830885;1.0563743;1.2865353;0.7668274;1.2552303;0.9554267;0.1498336785765805
225;615;0.09739765;0.18338926;0.17019056;17.792835;2500;1.3334974;1.1753024;1.6787138;1.0649867;0.9666267;1.1139369;1.8280096;1.0880817;1.5424554;1.2870549;1.0429066;0.7313042;1.1277428;0.792697;0.20913213826695
258;663;0.076585606;0.18326052;0.23822981;19.01999;2500;1.3064597;0.9174085;1.9123534;1.1310147;1.2797045;0.98657376;1.2061002;0.9759753;0.862824;1.2458382;1.2940052;0.8578382;1.2790915;0.91606;0.34390828419759384
286;1102;0.052924015;0.12314132;0.29146516;3.0673337;2500;1.178959;1.1643419;0.98901653;0.8306453;1.0645353;0.9271939;1.2588614;0.7612125;1.8066516;0.9775785;1.685546;0.8312194;1.8806809;0.8907045;0.5059619824956784
65;1163;0.04634603;0.22944365;0.13851748;6.0740466;2500;1.565644;1.0591278;1.586903;0.8844079;1.3121265;1.1865102;0.8887771;1.1505247;0.81209594;0.75201935;1.5031537;1.0782855;1.3609023;1.0469457;0.1339184271995764
57;704;0.09928552;0.11542727;0.13551936;8.050627;2500;1.0566483;0.91779065;1.0783837;1.1335952;1.9155943;0.7614297;1.512035;1.0294755;1.3390083;0.9466676;1.4144981;0.96182674;1.7347589;1.1505636;0.17840909846790257
180;957;0.045753997;0.11667628;0.12780291;15.124854;2500;1.2055136;1.0186583;1.1630383;1.2606395;1.1106347;1.2425218;1.4679102;0.78912497;0.87626356;1.1326516;1.0162082;1.169573;0.9562565;1.1335844;0.1623132336073031
140;765;0.027633253;0.14444257;0.21479845;6.5800815;2500;1.1533577;1.2187252;1.4465822;0.81765157;1.0117271;0.94864726;1.8813812;1.1920979;1.049863;0.8997074;1.7656455;0.9409095;1.994007;0.9173163;0.3220361616401467
175;518;0.06104822;0.09887633;0.123386614;4.933369;2500;1.2492834;0.73936266;1.259061;1.1475086;0.89202917;1.0433443;0.9038116;1.0164835;1.6207826;0.9934009;1.5971518;1.1998106;1.8008661;1.1199285;0.16416291604793398
241;78;0.09829778;0.15319039;0.11762484;7.5311713;2500;0.889346;1.239224;1.4812967;0.9554413;1.0317694;1.0574493;1.0637885;1.0443609;1.7175837;0.97167355;1.5567616;0.81041825;1.480313;1.2572234;0.12529960952228325
280;864;0.02226774;0.16636696;0.24878675;6.908079;2500;1.4347795;1.126069;1.2604614;0.88651896;1.7394944;1.1825283;1.4931885;1.2219467;1.2265397;0.70026416;1.3385569;0.9201205;0.92467374;1.0703666;0.3774111417554448
131;843;0.03833846;0.12611389;0.2586361;16.477686;2500;0.909889;0.8961315;1.7030588;0.8765576;1.0514135;0.77665013;1.0837659;1.0259343;1.945469;1.0821453;1.958451;0.98270816;1.5914088;1.2774354;0.4307961114743912
218;148;0.06835947;0.13649099;0.16291274;19.806452;2500;1.7403351;0.94147336;1.0831647;1.1940612;1.9422596;0.81577516;0.8283027;0.7154522;1.7871232;0.9171658;1.5255866;0.85273874;0.92693746;0.8302391;0.22063454583988693
67;283;0.1200365;0.16000842;0.21629262;6.7733765;2500;1.3043032;0.95925915;0.88678724;0.7348335;1.1445177;1.0133716;1.8283223;0.9217554;1.4542525;1.2461723;1.3456055;1.1530789;1.5845133;1.2269069;0.3142916883252875
165;881;0.0547844;0.1895248;0.24847502;1.9847016;2500;1.6832706;0.9598585;1.7405849;1.1490092;1.0996078;1.0962733;1.6342337;0.9445303;1.834642;0.76971525;1.6444442;1.1477001;1.6720504;1.2422016;0.36077671729911265
16;188;0.049014736;0.17391938;0.10979105;14.712588;2500;0.95639855;0.7123651;1.8733989;0.8563617;1.7870982;0.79906017;1.1383096;1.1424314;1.5647628;1.1377963;1.7847077;1.0354946;1.8220942;1.2904702;0.10384986377338416
156;832;0.10259485;0.15738432;0.22694017;10.130268;2500;1.4944528;0.8086017;1.7876056;0.88973457;1.5210999;0.8611744;1.1160245;1.2682424;1.6420956;1.0433722;1.8346887;0.9927202;1.9963325;1.2182683;0.33816824825328484
168;864;0.030288883;0.13109536;0.1572395;9.241679;2500;1.0295238;0.96149015;1.3367862;1.1273803;1.3481852;0.9044264;1.8111411;0.7608412;1.9087259;1.200959;1.8806566;0.99237555;1.611512;0.87728226;0.21252087032483488
223;430;0.12945923;0.15295652;0.18182343;7.6727815;2500;1.4956173;0.7544678;1.3327978;0.9940995;1.0090178;1.1800586;1.216572;1.2609013;1.8890291;0.9323545;1.4506702;1.0373362;1.2640095;1.0631163;0.24861288729221734
198;317;0.0735201;0.10314033;0.17124549;9.937232;2500;1.3071473;0.7842308;1.1705345;0.73462754;1.6515412;0.93000525;1.7859073;0.93109536;1.891263;0.78735924;1.1686859;0.8554004;1.9539683;1.1563559;0.26094053021604185
113;453;0.07004974;0.0831575;0.24366815;3.5865505;2500;1.5758322;1.257144;1.3606739;1.1746092;1.5524582;1.2598534;1.3845534;0.88476086;1.8247566;0.84457994;1.6875801;0.92468774;1.3130367;1.1859832;0.43906245442228453
11;437;0.049351156;0.1550029;0.19375521;12.630998;2500;0.90887594;1.0396388;0.8416073;0.97289103;1.936641;0.89662653;1.0043544;0.7919013;1.8873062;1.0224726;1.8333869;0.7637704;1.7848331;0.82176965;0.27145107393782336
43;732;0.026402077;0.13236502;0.25201356;18.666595;2500;1.8821567;1.2425208;1.6041682;0.9358887;1.9558618;0.7837907;1.18182;1.1964488;1.4566035;0.9784622;1.6832123;1.1459306;1.243943;1.2689347;0.4109448637713362
292;895;0.05847469;0.116587125;0.16300051;18.464443;2500;1.3787847;1.0897862;1.6439865;1.0322577;1.5211828;0.76045096;1.1605366;0.94157326;1.6367729;0.73636305;1.3785316;1.207484;1.7471781;0.96954846;0.23374758158158765
277;1035;0.045906328;0.21494347;0.20825508;15.024259;2500;1.6075473;0.91360587;1.7813969;1.1039299;1.136037;1.1217233;0.8694092;0.72948384;1.276626;0.9930284;1.9165976;0.8510126;1.6457877;1.28596;0.2659618325146657
104;45;0.043500073;0.16720988;0.2813982;8.398899;2500;1.1080072;1.1867894;1.5751371;1.2682415;1.8768064;1.1146461;1.2307215;1.2188126;1.2310954;0.8396348;1.9910436;1.238098;1.2314166;0.8150615;0.44578960025784237
85;874;0.03930335;0.11173148;0.18761545;18.503038;2500;1.6677959;1.0467917;1.0133688;0.7386362;1.009932;1.1341236;1.5075848;0.9452182;0.8532466;1.0562556;0.88763845;1.0834674;0.8675851;1.1455332;0.2891372508544573
136;383;0.07029316;0.17627043;0.21526079;13.535394;2500;1.927978;1.0157945;1.8301075;1.1046216;1.521747;0.934053;1.8151728;1.1136333;1.6945335;1.0920577;1.5043951;0.8723747;0.8119666;1.0392295;0.30165275401925745
210;1007;0.058630392;0.19743629;0.23410097;10.570926;2500;1.9479502;0.7551232;1.2503045;0.7925905;1.0141094;0.92042434;1.9996618;1.2980599;1.7031226;0.79326445;1.831175;1.2258668;1.4578934;0.87981385;0.32659239219695946
113;100;0.06102107;0.22427346;0.28246233;6.3974824;2500;1.7568047;0.8232445;1.5676908;0.7023423;1.3540924;0.70379794;1.0217994;0.71956396;1.6153919;0.9666186;1.5449796;0.99891394;1.8778073;0.854283;0.4076433611617822
29;665;0.034411334;0.13877906;0.22722706;15.349721;2500;1.2802347;0.72432363;1.0562141;1.1968;0.9847137;0.9231187;1.6752214;0.7527819;0.91804415;0.7153264;1.8188893;0.9544124;0.95409364;0.700605;0.35249366452456976
126;662;0.10475928;0.17381556;0.22247872;16.149776;2500;1.0202545;0.7512777;1.2917651;1.2718022;1.9886795;0.7442372;1.5557692;1.0535142;1.7139659;1.1699347;1.1233132;1.0235084;1.1443009;1.031643;0.31786861261111693
85;398;0.056990035;0.19931616;0.26670524;11.620501;2500;1.1190841;1.234642;1.5548478;0.8840998;1.003361;1.0529766;1.5568593;1.2620978;1.8393911;0.7703295;1.7639109;1.2310009;1.8964429;0.81177324;0.39171088695765355
104;1164;0.08860092;0.14594251;0.2983659;6.4352736;2500;1.702807;1.1747067;1.5873849;0.9761951;1.5209183;0.74607044;1.9890664;1.2312487;1.8572488;0.990644;0.92503417;0.8885902;1.7155528;1.1930363;0.5002039881398987
57;137;0.07516753;0.11409798;0.27978694;8.393114;2500;1.1397259;0.8330419;1.164688;1.0530078;1.1525778;1.2308362;1.0069461;0.86011535;1.117717;1.0814366;1.9766257;1.0446086;1.5371796;0.78878045;0.48871298414617287
201;172;0.08434173;0.13433468;0.12497576;12.844452;2500;1.1372225;0.8452582;1.516489;1.062098;1.9105681;1.0144955;0.8679419;0.85345393;1.1177622;1.0176997;1.8455182;1.0041989;1.5170641;0.91091144;0.14744881332241724
162;776;0.08371866;0.09602193;0.23528972;5.2369003;2500;1.1286657;0.9941349;0.80467933;1.2001836;1.894345;1.1948316;0.8852348;0.8319739;1.944961;1.2324412;0.8162319;1.2396415;1.3675982;0.9610696;0.407155987080433
88;622;0.1241363;0.13351788;0.16571525;9.948049;2500;1.185141;0.89821833;1.5123626;0.9063799;1.8340037;1.0482259;1.7329437;1.2830106;1.01714;1.1435432;1.8316555;0.81707096;1.531407;1.1401442;0.22814306811908788
170;324;0.04056526;0.21497321;0.18289351;1.8014133;2500;1.4538496;1.032889;1.8889389;1.0651289;1.5273986;1.0688032;1.1420085;1.2720747;1.6096184;0.72099483;1.4954861;1.1108001;0.8610117;0.7684196;0.21802276177198562
152;372;0.040792298;0.13793719;0.22906892;16.299274;2500;1.6351491;0.8300962;1.4375005;0.7523823;1.2515131;1.1553748;1.4579676;1.2866284;1.4102373;1.0444304;1.2121971;1.0957679;0.8063099;0.8447084;0.3570654033203005
240;196;0.077987924;0.10990458;0.12902258;8.252657;2500;1.2671754;0.94443893;1.3276371;1.1933439;1.5828853;0.764072;1.810428;1.0226378;1.143634;0.90230656;0.85571474;0.753557;1.3505902;1.1704446;0.16871506164582825
287;1042;0.117694385;0.16747238;0.23853578;9.458781;2500;1.2633336;1.2496359;1.3647928;1.0981857;0.90227365;0.78317714;1.5131325;1.0234368;1.6599442;0.9298372;1.9307209;1.0667121;0.9669875;1.2299899;0.3552181585202229
47;687;0.02833962;0.1924131;0.15870084;17.821337;2500;1.7969416;0.97561014;0.9039262;1.0599546;0.812864;1.2450945;1.8175844;0.7906416;1.1769204;0.8540847;1.8057832;1.1374996;1.4937948;0.72455645;0.18341568118704418
266;301;0.112800695;0.119866885;0.26384667;8.5289545;2500;1.037996;1.2251828;1.3052076;0.7344544;1.3834219;0.790534;1.1709349;1.0194206;1.8684214;1.0639622;1.4619176;1.1049715;1.6853104;0.9400288;0.44789016332865744
214;478;0.12999842;0.16379538;0.17433916;10.028102;2500;1.532899;1.0188749;1.7949014;0.73001504;1.2607468;1.2587053;0.966888;0.89546096;1.9166018;1.2263042;1.0489712;0.93051344;1.8471677;1.2777365;0.22742165336078207
210;1088;0.08322701;0.09782658;0.109992445;6.6131926;2500;1.4666438;0.9561176;1.9297246;0.7505822;1.8386166;0.76571816;1.3857125;0.76598316;1.8376514;1.0489035;1.8244528;1.0648197;1.4224918;0.99996287;0.13788853232286483
118;1065;0.044360593;0.19970894;0.21975629;16.333988;2500;1.3518305;1.0062666;1.0157464;0.8388433;1.659339;1.0792565;1.5709391;1.1705698;1.038447;0.8191932;1.0675621;0.7261753;1.4527023;1.1525866;0.29664757709042006
109;92;0.0799286;0.18617366;0.24995601;9.28832;2500;1.882573;1.144622;1.6360149;0.9567577;1.8963919;1.185886;1.0203822;1.0141068;1.9688134;0.7287722;1.0011042;0.8526875;1.4350624;0.8311733;0.3660433833934205
11;788;0.05466773;0.14324823;0.22334073;10.156362;2500;0.81399876;1.2990882;1.4118828;0.9623601;0.8974103;1.1399921;1.6447284;0.95116615;1.1971542;0.8403355;0.9781349;0.944602;0.81128347;1.2672001;0.34087349212693346
294;192;0.04792615;0.14839637;0.2557566;10.354862;2500;1.7631613;0.7177389;1.9291207;0.794006;1.6569617;1.1693414;1.4996971;1.1467713;1.4368161;1.104625;1.8399242;0.94810045;1.6530917;1.2983309;0.4058399896805185
185;260;0.054327387;0.2301955;0.26082543;13.853381;2500;1.2893814;1.0101674;1.345413;0.96632093;1.4411447;0.9175968;1.9161375;1.1267798;1.8387187;1.2183212;1.8299927;0.88009256;1.3939786;0.7269045;0.3604710244532784
126;1038;0.025700148;0.13921075;0.10845173;11.286719;2500;1.7891314;1.1032305;1.0633056;1.0095835;0.8003181;1.2544757;1.0645957;1.2978486;1.4296359;1.2537667;1.3795623;1.2479329;0.90995085;1.0140806;0.11452674119566594
167;1075;0.0778096;0.09579374;0.100369476;9.260623;2500;1.3426317;0.9428097;0.85407543;0.7600462;0.86566377;1.0211383;1.8704603;1.2596574;1.1530373;1.2497802;1.5098404;1.1897804;1.4487028;1.2499735;0.12006186127817424
21;108;0.06606958;0.14557369;0.14486201;13.44122;2500;1.0180589;1.0429658;1.7015373;0.774541;1.9752808;0.8201768;1.4088633;1.1099432;1.1287556;1.2650623;1.2124634;1.1678914;1.6025883;0.8508023;0.17984469895465632
60;1049;0.091807134;0.1779515;0.1449421;13.112456;2500;1.4778649;0.7321349;1.6634053;1.1462728;1.0939416;1.2439758;1.1066262;1.1696991;1.3981472;1.0761038;1.7474973;1.1451684;1.5399979;0.9448561;0.16448674014793882
190;876;0.044662524;0.17358622;0.21258974;14.499021;2500;1.9679487;0.86824226;1.9117072;1.2984624;0.94667697;1.2002673;1.9707959;1.0303378;1.5897076;0.7684919;1.6889234;0.9525161;1.2441531;0.86642015;0.2979259996355756
159;933;0.090341285;0.10024361;0.14581984;9.922626;2500;0.9295339;0.92632025;0.8725396;0.81165403;1.4948089;1.0710813;0.9132644;0.8845287;1.5569776;0.7893408;1.6355875;0.95376736;1.8293046;1.2467794;0.2094549311860881
238;952;0.101100296;0.11194396;0.17296949;19.631197;2500;1.8617556;0.9437527;1.9790903;0.9782644;0.95277053;0.95046127;1.9170173;1.0669471;0.8015053;1.0439788;1.6368419;0.9979048;1.1733756;1.2473447;0.25791105586285973
201;613;0.07991518;0.13690388;0.1907321;11.933387;2500;1.5475172;1.1089549;1.0213314;0.8125515;1.5791532;1.1981604;1.3579164;1.043944;1.6958718;0.7572901;1.0822225;1.0564984;1.0242674;0.886251;0.2772099758697832
184;1136;0.05912156;0.19993222;0.22016537;16.161629;2500;1.786476;1.2414218;1.4732763;0.7356023;1.2458969;1.1688257;1.993007;1.2857537;1.2386152;1.083691;1.8312582;1.0616661;1.4734892;1.0447519;0.29732888978187705
246;248;0.054138906;0.22617361;0.29934883;9.850451;2500;1.7897452;0.73664266;1.4782511;0.80814683;1.7022039;1.0147592;1.32797;1.2964574;1.9978685;1.1150434;1.3424459;1.0522388;0.8539865;0.719511;0.4409127396772211
29;610;0.06700894;0.13117872;0.23770139;7.4030213;2500;0.94732684;0.9695499;0.8490483;0.9159394;1.3444445;0.8466734;1.499502;1.0386782;1.0522054;0.7803501;1.6155303;1.1273376;0.9219703;1.1093682;0.38097635783832134
210;389;0.1110085;0.14527243;0.15315829;10.963029;2500;1.2769227;0.93867767;1.5488399;1.0289797;1.7282102;1.1344954;1.7151744;0.82228535;1.7887018;1.1556479;1.1424845;1.0631397;1.2309105;1.2061809;0.1961528297834644
217;988;0.12423372;0.13097453;0.17015967;11.967709;2500;1.487447;1.2788686;1.2073139;1.0143105;1.5402142;1.1984212;1.7973913;1.1100026;1.256792;0.9625448;1.3635347;1.2076169;0.8040281;0.7751506;0.2388292163184647
89;108;0.033733547;0.23130858;0.10873132;6.864909;2500;1.7812734;1.1235894;1.8023821;0.9702266;1.6899967;0.8091274;0.8075248;0.8690307;1.3159953;0.7384243;1.06598;0.8456075;0.9645028;1.1536942;0.0857851393585448
66;526;0.05521571;0.1810734;0.18390481;15.331592;2500;1.1601375;1.2729307;1.4390103;0.9156433;1.8793977;0.7832651;1.0025861;0.8482222;1.6800799;0.89553046;1.9114934;1.2603722;1.4726428;1.074124;0.23667428070880117
72;930;0.0390344;0.113170385;0.21782768;9.126938;2500;1.9566417;1.0019562;0.88923675;0.92974436;1.5002866;1.1581483;1.2336875;1.0803194;1.6781727;1.2834241;1.4536934;0.99182457;0.8848616;0.7899223;0.353043356046506
67;381;0.061501432;0.18687867;0.2898865;13.550854;2500;0.8512072;1.0766364;1.4766544;0.70133466;1.1828566;1.2168015;1.3448327;0.76245683;1.4122785;1.2182293;0.90685743;1.2380853;1.0971167;0.90247136;0.4487843894793819
161;296;0.088783704;0.15306093;0.15358879;6.4737725;2500;1.4862379;1.2126502;1.9521812;0.8339972;1.5729595;0.8833538;1.4280505;0.7790244;1.0624167;1.1835312;1.8789632;0.9020806;1.457308;0.9053302;0.1927808375861504
